% Model:              C1Eq.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jun 10 2021, 09:42
% Dimension:          2
% Nodes:              401
% Expressions:        8
% Description:        Velocity field, x component, Velocity field, y component, Dependent variable u3, Gradient of u3, x component, Dependent variable u5, Gradient of u5, x component, , 
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  u3 (1)                   u3x (1/m)                u5 (1)                   u5x (1/m)                -u*u3+u3x                -u*u5+u5x
-2                        0                        1.499557859925354        -5.200016122919798E-11   0.883813168098899        -0.0824704065529028      0.8843063362652934       -0.08194543176775201     -1.407799389481135       -1.4080139488961658
-1.99                     0                        1.4995578871802535       -6.924939785644975E-11   0.8829852256895965       -0.08311918440956029     0.8834836702826925       -0.08258885979034807     -1.407206643856031       -1.4074237657577182
-1.98                     0                        1.499557917350611        2.337988086293873E-11    0.8821507622605862       -0.08377460018018378     0.8826545370571617       -0.0832388915335812      -1.4066107600249225      -1.4068304908630862
-1.97                     0                        1.4995579507710544       -1.1091782774693991E-10  0.8813097108343176       -0.08443680352244826     0.8818188702149573       -0.08389559441942845     -1.4060117874957883      -1.4062340923902161
-1.96                     0                        1.4995579877618048       2.533121683990023E-11    0.8804620037471647       -0.08510574892545217     0.8809766027046603       -0.08455903656222717     -1.405409579565277       -1.4056345381792583
-1.95                     0                        1.4995580284375634       -8.923436222493874E-11   0.8796075728888653       -0.0857815749595455      0.8801276667902291       -0.08522928677372531     -1.4048041727595226      -1.405031795559034
-1.94                     0                        1.4995580734571876       -1.0951705663175393E-11  0.8787463492162322       -0.08646432727300044     0.8792719940439753       -0.08590641457255642     -1.4041955097612304      -1.4044258320059997
-1.93                     0                        1.499558123060727        -8.280090129305767E-11   0.877878262832674        -0.08715410330492625     0.8784095153394642       -0.08659049019031795     -1.4035835833941026      -1.4038166142914479
-1.92                     0                        1.4995581774753537       -1.3892034246931447E-10  0.8770032434482287       -0.08785095469509728     0.8775401608443425       -0.08728158458054067     -1.4029683400802968      -1.4032041088377116
-1.91                     0                        1.4995582370830052       9.221237778225066E-11    0.8761212201041754       -0.08855491426824579     0.8766638600130866       -0.08797976942537766     -1.4023497065586745      -1.4025882818609843
-1.9                      0                        1.4995583026673949       -4.654541582932334E-11   0.8752321209205635       -0.08926615154045964     0.8757805415796757       -0.08868511714307753     -1.4017277452280839      -1.401969099583428
-1.89                     0                        1.4995583743881093       -7.815100458218952E-11   0.8743358731539421       -0.08998463859305383     0.874890133550186        -0.08939770089750924     -1.4011023192089875      -1.401346527332222
-1.88                     0                        1.499558453203936        -2.539788233221084E-11   0.8734324035218608       -0.09071052978108358     0.8739925631953015       -0.0901175946043754      -1.4004734737845212      -1.400720530781265
-1.87                     0                        1.4995585395249817       -3.737881318161297E-11   0.8725216378112133       -0.09144391344657955     0.8730877570427529       -0.09084487294090478     -1.3998411863467077      -1.4000910747690773
-1.8599999999999999       0                        1.4995586334788822       -1.392540095876044E-10   0.8716035015307451       -0.0921846888865678      0.8721756408696586       -0.09157961135178105     -1.3992052445774208      -1.3994581235278547
-1.85                     0                        1.4995587363206881       -1.312137703227101E-10   0.8706779186869915       -0.09293314654133185     0.8712561396948124       -0.09232188606077033     -1.3985658260299239      -1.3988216419131643
-1.84                     0                        1.4995588484001185       -5.17205205648922E-11    0.8697448130454447       -0.0936892597793925      0.8703291777708427       -0.09307177407704138     -1.397922790031796       -1.3981815936241084
-1.83                     0                        1.4995589705178343       -9.015962883925074E-11   0.868804107431388        -0.09445315897235133     0.8693946785763301       -0.09382935320310373     -1.3972761518938295      -1.3975379423827088
-1.82                     0                        1.4995591031555708       6.092290680154816E-11    0.8678557240786962       -0.0952248209366199      0.8684525648078115       -0.09459470204671695     -1.3966257722044981      -1.396890651263074
-1.81                     0                        1.4995592479392728       7.301356394144799E-11    0.8668995842753718       -0.0960044708209762      0.8675027583717025       -0.09536790002556572     -1.395971759455821       -1.3962396839546805
-1.8                      0                        1.4995594051681551       -2.2300411143950505E-10  0.8659356082662786       -0.09679209607084889     0.8665451803761377       -0.09614902738050123     -1.395313981716554       -1.395585002616674
-1.79                     0                        1.4995595761061522       -9.824990363086811E-11   0.8649637156727796       -0.09758778180701012     0.8655797511227029       -0.09693816518084086     -1.3946524046284858      -1.3949265698604698
-1.78                     0                        1.499559761235227        -7.584403763841963E-11   0.8639838253681038       -0.09839164599554741     0.8646063900980941       -0.09773539533716016     -1.3939870248756392      -1.3942643472351097
-1.77                     0                        1.4995599623477915       -1.3247019522575695E-10  0.8629958553381888       -0.09920374384225784     0.8636250159656738       -0.0985408006079855      -1.3933177761794924      -1.3935982970320822
-1.76                     0                        1.4995601797324445       -2.700104290387093E-10   0.861999722871112        -0.10002414937005294     0.8626355465569229       -0.09935446461150303     -1.392644608727975       -1.3929283798499978
-1.75                     0                        1.4995604157754074       2.0904859268024142E-11   0.8609953442212918       -0.10085296783028345     0.861637898862812        -0.10017647183400713     -1.3919675041914537      -1.392254557700574
-1.74                     0                        1.4995606707128106       -3.238269919836664E-10   0.8599826346519426       -0.10169033526773198     0.8606319890250621       -0.1010069076404957      -1.391286471687769       -1.3915767903398182
-1.73                     0                        1.4995609459817918       -1.9874376842078624E-10  0.8589615088187593       -0.10253624389286693     0.8596177323273055       -0.10184585828547858     -1.3906013766190728      -1.3908950381569356
-1.72                     0                        1.4995612435464052       -6.544535201183234E-12   0.8579318807114917       -0.10339084150393536     0.8585950431861498       -0.1026934109212998      -1.389912239421766       -1.390209261584302
