% Model:              C1fullScale.mph
% Version:            COMSOL 5.6.0.280
% Date:               May 4 2021, 09:50
% Dimension:          2
% Nodes:              10201
% Expressions:        6
% Description:        Velocity field, x component, Velocity field, y component, Dependent variable u2, Gradient of u2, x component, Gradient of u2, y component, 
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  u2 (1)                   u2x (1/m)                u2y (1/m)                -u*u2+u2x
-0.5                      -0.5                     1.1974046302871698E-16   -1.8921970662136004E-22  0.6217700443664226       -0.31475051804945603     0.006219062440210116     -0.3147505180494561
-0.49                     -0.5                     2.6517943937700073E-17   -2.2470069096165298E-23  0.6186080455915459       -0.31765367107422454     0.006187518080048265     -0.31765367107422454
-0.48                     -0.5                     -6.482139622754301E-16   7.88044263798901E-22     0.615416882492629        -0.32058303084030415     0.006155574377413278     -0.32058303084030376
-0.47                     -0.5                     -2.1052442839890876E-16  1.585438853253577E-22    0.6121963088640576       -0.3235361123636973      0.006123454114531942     -0.32353611236369717
-0.46                     -0.5                     5.961401068407456E-16    -1.0778430288640969E-21  0.6089460692908113       -0.3265159285264622      0.006090911963846091     -0.3265159285264626
-0.45                     -0.5                     2.277479325837694E-16    -1.569414062827249E-22   0.6056659134328007       -0.32951966464934224     0.006058208334544792     -0.32951966464934235
-0.44                     -0.5                     2.4789226088784964E-16   -5.014694532346621E-22   0.6023555822078726       -0.3325507453074359      0.006025050781892795     -0.33255074530743606
-0.43                     -0.5                     -2.9583873710342776E-16  1.5763648717000182E-22   0.5990148205491548       -0.33560601141200425     0.005991750562038185     -0.3356060114120041
-0.42                     -0.5                     -6.384126067979726E-17   1.5047386682739606E-22   0.5956433648465687       -0.33868932654284795     0.005957970246723051     -0.3386893265428479
-0.41000000000000003      -0.5                     -3.947254689786005E-16   3.1834572692377856E-22   0.5922409547630049       -0.3417971354797425      0.005924069049987194     -0.3417971354797423
-0.4                      -0.5                     -1.860899327924011E-16   7.223857031076944E-22    0.5888073214833558       -0.34493377597113045     0.005889661475865383     -0.34493377597113034
-0.39                     -0.5                     1.2224186185660211E-16   -1.9002253709589369E-22  0.5853421985253836       -0.3480952863590431      0.005855144806058238     -0.34809528635904313
-0.38                     -0.5                     2.2464718704134353E-16   -1.1652459417613782E-21  0.5818453110983244       -0.35128652972861646     0.005820096613867933     -0.35128652972861657
-0.37                     -0.5                     3.112849743002059E-17    -4.3936051724795907E-23  0.5783163853227516       -0.3545031149612094      0.005784961234661584     -0.3545031149612094
-0.36                     -0.5                     -1.7078460466503923E-16  1.0015947413397407E-21   0.5747551395048581       -0.3577504556482903      0.005749259330490739     -0.35775045564829017
-0.35                     -0.5                     -2.0462271082032338E-16  1.4253479125046388E-22   0.5711612912376242       -0.36102371004306794     0.0057134918550360795    -0.3610237100430678
-0.33999999999999997      -0.5                     -3.454034789064325E-16   2.2869093837790074E-21   0.567534550573637        -0.36432890670286866     0.00567712677242758      -0.36432890670286844
-0.32999999999999996      -0.5                     -1.8205965370146847E-16  2.204007531475027E-22    0.56387462531072         -0.36766070145977137     0.0056407118736875655    -0.36766070145977126
-0.32                     -0.5                     -9.949038402174931E-17   9.711876410956558E-22    0.5601812157176679       -0.3710258115225689      0.005603672088945793     -0.37102581152256886
-0.31                     -0.5                     -6.598230991990425E-16   1.7628824844885524E-21   0.5564540179941644       -0.37441833925024903     0.005566612123532305     -0.37441833925024864
-0.3                      -0.5                     2.2813938828125876E-16   -3.06450090122451E-21    0.5526927210980782       -0.3778457739356354      0.0055288903908312075    -0.3778457739356355
-0.29000000000000004      -0.5                     1.675870424506176E-16    -6.864944823174817E-23   0.5488970076693525       -0.38130176286001427     0.0054911869906802465    -0.3813017628600144
-0.28                     -0.5                     6.122723898857299E-17    -7.437899528704379E-22   0.5450665529899622       -0.3847941411540617      0.005452747726602564     -0.38479414115406174
-0.27                     -0.5                     1.379654835605182E-16    -2.5505716540058823E-22  0.5412010243606782       -0.3883167694337119      0.0054143461995630904    -0.38831676943371196
-0.26                     -0.5                     6.778969633909226E-16    -1.1844520855789873E-20  0.5373000814481478       -0.3918773183521533      0.0053752138557027086    -0.39187731835215367
-0.25                     -0.5                     1.304744295307933E-16    -6.285108400767646E-22   0.5333633725683253       -0.39546998919933546     0.005336095528257628     -0.3954699891993355
-0.24                     -0.5                     4.1494075514326237E-16   -9.790503312946284E-21   0.5293905393197784       -0.39910260591925967     0.005296261969129598     -0.3991026059192599
-0.22999999999999998      -0.5                     -1.7721878632042107E-16  1.732177099406941E-21    0.525381208518084        -0.4027694865991066      0.00525642733793429      -0.4027694865991065
-0.21999999999999997      -0.5                     2.8197869704907314E-16   -8.415202323841985E-21   0.5213350005228039       -0.406478577618308       0.005215884204725621     -0.4064785776183082
-0.21000000000000002      -0.5                     -5.4280599898526955E-17  7.121991478056465E-22    0.5172515175369701       -0.41022442284959015     0.005175313119252708     -0.4102244228495901
-0.2                      -0.5                     -5.411874423447616E-16   1.8534958610608845E-20   0.5131303559101696       -0.4140149431159331      0.005133983274501212     -0.41401494311593284
