% Model:              C2DNSEps01Pe1.mph
% Version:            COMSOL 5.6.0.280
% Date:               Apr 22 2021, 17:05
% Dimension:          2
% Nodes:              10201
% Expressions:        5
% Description:        Velocity field, x component, Velocity field, y component, , , 
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  u2                       u2x                      u2y
1.2199999999999998        -2                       0.6509851832498882       0.044897014716735066     0.033842003556589395     -0.049486361309199194    1.6966030759979907
1.25                      -2                       0.6419804052832646       0.04783565619594222      0.03239784887194225      -0.04657048704283802     1.6234205167451377
1.2799999999999998        -2                       0.6333058123657964       0.05042541107526906      0.031034613540933707     -0.04377455496767325     1.5542637069431864
1.31                      -2                       0.6249583987148294       0.05269014622069832      0.029753641558974833     -0.041623577162917626    1.491636379960094
1.3399999999999999        -2                       0.6169305628858627       0.054649167578088666     0.028547587291313188     -0.039035361156057546    1.4308613749351413
1.37                      -2                       0.609215695883781        0.0563231667588691       0.027413017002769588     -0.0365801666417918      1.3735913791518357
1.4                       -2                       0.6018069905661143       0.057732014671320143     0.026346877757583095     -0.03425457025170909     1.31966281668995
1.4299999999999997        -2                       0.5946982883868441       0.058895620500783716     0.025347338549528843     -0.0323813769519084      1.2699052302433513
1.46                      -2                       0.5878826980897737       0.05983088138502579      0.024410949332841436     -0.030283721731166682    1.2229917180347816
1.4899999999999998        -2                       0.5813516100156816       0.06055329762377812      0.02353300946611115      -0.02830826404809768     1.178877120869068
1.52                      -2                       0.5750972317726173       0.06107906598123104      0.022710502918354733     -0.0264488275429978      1.137419823920652
1.5499999999999998        -2                       0.5691117143353353       0.061423596448396324     0.02194052622472825      -0.02488295203210111     1.0984421260567878
1.58                      -2                       0.5633888798936869       0.06160317790470211      0.021221462603182174     -0.023233354461494982    1.0626383323920634
1.6099999999999999        -2                       0.5579194433660779       0.06162815867155308      0.020548869441240125     -0.021684898863349216    1.0290104120982506
1.6399999999999997        -2                       0.5526953728467223       0.061511523899793315     0.019920106071146        -0.020231448478407976    0.9974459117900001
1.67                      -2                       0.5477086554084176       0.06126547058126264      0.019332627629389122     -0.01886731674226945     0.9678382222516437
1.6999999999999997        -2                       0.5429522387606229       0.06090299221075266      0.01878444814965974      -0.017677981906356166    0.9401067788772668
1.73                      -2                       0.5384183998938408       0.06043335289117435      0.018272972459672836     -0.016481056032615855    0.9146709959488265
1.7599999999999998        -2                       0.5340988896392067       0.059865628166735        0.017795721991823568     -0.015358297720097275    0.8908185399983489
1.79                      -2                       0.5299860023430524       0.05920941168312195      0.017350631050559624     -0.014305029246214527    0.8684682701077044
1.8199999999999998        -2                       0.5260723607872926       0.058474174088949886     0.016935797286871376     -0.013350554999668949    0.8471736705396293
1.85                      -2                       0.5223515239427333       0.05766931632607122      0.016549524297645602     -0.012431004819262985    0.8280747841247292
1.88                      -2                       0.5188155867311759       0.05680029945330538      0.016189843237567506     -0.011567910584265088    0.810185713221362
1.9099999999999997        -2                       0.5154573777535149       0.0558745597005796       0.01585512391322661      -0.010757708207102364    0.793446056611964
1.94                      -2                       0.5122698933727612       0.05489901203155145      0.015543832583692713     -0.009997102628141748    0.7777979063249812
1.9699999999999998        -2                       0.5092470392967325       0.05388174519164946      0.015254533628803647     -0.009289494364462459    0.7630062875478203
2                         -2                       0.5063821305137381       0.05282694078298884      0.01498588620673759      -0.008626469913837892    0.7497179455755517
-1                        -1.97                    1                        -5.969273188329653E-16   7.015532250236225E-27    2.168757746926793E-9     -1.7778258234136027E-25
-0.97                     -1.97                    0.9846715191206181       -0.09311889267528708     1.757723719048892E-10    1.0431917914584542E-8    4.1795370820019575E-9
-0.94                     -1.97                    0.9571334190812127       -0.18033251182093893     9.472553020458963E-10    4.3168190388685454E-8    1.669740495184523E-8
-0.91                     -1.97                    0.9341219698073282       -0.2575991645717082      3.6255603063759786E-9    1.5748891213638304E-7    7.256700879413184E-8
-0.88                     -1.97                    0.9170412222153154       -0.3274317537562068      1.2300964268531236E-8    5.237707710982487E-7     2.477487983458324E-7
-0.85                     -1.97                    0.9051963566342134       -0.39180221362073514     3.843041890508514E-8     1.5481805438525767E-6    7.236145048112991E-7
-0.8200000000000001       -1.97                    0.8976259405082939       -0.4514560401087977      1.1426947545711191E-7    3.908996771521713E-6     1.7054674169610152E-6
-0.79                     -1.97                    0.8936540519626912       -0.5066323611416845      3.2938228034221165E-7    1.0431856887484924E-5    5.563687690750665E-6
-0.76                     -1.97                    0.8927160724915794       -0.5574474169872794      8.782352962837377E-7     2.8121175608534676E-5    1.5231006427292028E-5
-0.73                     -1.97                    0.8943605348338668       -0.6039400460094895      2.1921431307775078E-6    6.829174268807177E-5     3.725817101401057E-5
-0.7                      -1.97                    0.8981913930996057       -0.6461600627589162      5.204274271414632E-6     1.497556510961628E-4     8.098385246066866E-5
-0.67                     -1.97                    0.9038639881323997       -0.6841464387262234      1.190687623673837E-5     2.974864393728497E-4     1.5442879947158653E-4
-0.64                     -1.97                    0.9110913089486538       -0.7179454351526726      2.5949962006098153E-5    6.387192785844684E-4     4.0436672820485934E-4
-0.61                     -1.97                    0.9195873950964628       -0.7475976292918197      5.367055606968177E-5     0.0012776067374665496    8.306392259871543E-4
-0.5800000000000001       -1.97                    0.9291086414525227       -0.7731574991270311      1.0592263838778665E-4    0.0023731437213543815    0.0015710299833179267
-0.55                     -1.97                    0.9394223913890867       -0.7946944616583828      2.0076805525593482E-4    0.0041278614542929895    0.002745440089503718
-0.52                     -1.97                    0.9503218218731252       -0.8122902726518921      3.6564618807604754E-4    0.0075171590460138965    0.004842673353970546
-0.49                     -1.97                    0.9616028700556019       -0.8260356451885293      6.406802390005459E-4     0.011471686536418906     0.00912047542087178
-0.45999999999999996      -1.97                    0.9730918744885902       -0.8360241106461057      0.001078512266470575     0.01814561595014549      0.014928017765879124
-0.43000000000000005      -1.97                    0.9846144073039487       -0.8423707962248883      0.0017506058573470782    0.027361538394553315     0.023120507116196
-0.4                      -1.97                    0.9960079127413449       -0.8452037254261308      0.002746067965174706     0.039643881879693706     0.03411655358716751
-0.37                     -1.97                    1.007127262517339        -0.8446633197532447      0.004164421426630429     0.0549130155506877       0.05513957981302258
-0.3400000000000001       -1.97                    1.017829956695542        -0.840888528792933       0.006131497007251209     0.0753269358278006       0.07936686198501737
-0.31000000000000005      -1.97                    1.0279928541583063       -0.8340382432105997      0.008758353961675099     0.09973706632100628      0.10985610752039605
-0.28                     -1.97                    1.0374960379939047       -0.8242866041791006      0.012158880537810132     0.1281385101788191       0.14708804407371961
-0.25                     -1.97                    1.0462331434511996       -0.8118194915437028      0.016418166191003804     0.17036591267879433      0.19696230126655823
-0.21999999999999997      -1.97                    1.0541055659268976       -0.7968232498475593      0.021664564782512954     0.18873859926925338      0.26670261195875666
-0.19000000000000006      -1.97                    1.061034134308902        -0.7794883852531781      0.027929136722447012     0.22388522877931405      0.33684269493430913
-0.16000000000000003      -1.97                    1.0669462890196473       -0.7600255447294663      0.03519944164523717      0.2593475130726425       0.4156713904728306
-0.13                     -1.97                    1.0717809608400881       -0.738651580362101       0.04341972233894344      0.29388439939904676      0.5016417061667888
-0.10000000000000009      -1.97                    1.0754889573212223       -0.7155856031063921      0.0525190929380414       0.31274030720748586      0.6283538820706049
-0.07000000000000006      -1.97                    1.0780391129983695       -0.6910325864755476      0.062481171581284495     0.3394624512005503       0.7849434697297344
-0.040000000000000036     -1.97                    1.0794071162206003       -0.6652097181904868      0.07307094576340012      0.3587213332729476       0.9326845241937104
-0.010000000000000009     -1.97                    1.0795709967128204       -0.6383511407557068      0.08440720369676158      0.4051410306213037       1.0455549556114543
0.020000000000000018      -1.97                    1.0785523177302518       -0.610659435189187       0.09556075002573075      0.3648056195998769       1.2235289448240072
0.050000000000000044      -1.97                    1.0763584781686177       -0.582343406270258       0.10716222096184687      0.39488692538536674      1.3101385834660844
0.08000000000000007       -1.97                    1.0730080260719903       -0.553590035335448       0.11856568718532294      0.36439751979041685      1.4800551444079382
0.10999999999999988       -1.97                    1.0685429791169074       -0.5246056634749422      0.1294396085147424       0.3628563939220443       1.61411758408855
0.1399999999999999        -1.97                    1.0630038234661183       -0.49556359773758857     0.1399052597604985       0.3467991028847929       1.7718294018049712
0.16999999999999993       -1.97                    1.0564387301178937       -0.4666314901323083      0.14972498436099116      0.30784920381471875      1.9389288900685184
0.19999999999999996       -1.97                    1.048908795163409        -0.4379537107647428      0.15878246267424134      0.2828746311953377       2.0866096861828023
0.22999999999999998       -1.97                    1.0404785880395089       -0.40967323139226636     0.16688638295189842      0.25460826622639177      2.2313764544806607
0.26                      -1.97                    1.0312172841641591       -0.38191626142840995     0.17396460531940888      0.22305409314662347      2.3725757022217837
0.29000000000000004       -1.97                    1.0211953019160631       -0.3547931555888258      0.1799886362088406       0.17691189472232158      2.5026162879986686
0.31999999999999984       -1.97                    1.0104864303568457       -0.32839103129219305     0.1849838205677842       0.1452714247638039       2.619582252318684
0.34999999999999987       -1.97                    0.9991646445082478       -0.3027913063951409      0.18885203303544745      0.111258553426123        2.7288889210779477
0.3799999999999999        -1.97                    0.9873058106862871       -0.2780620596856347      0.19162046258086288      0.07704598570746783      2.828273368117534
0.4099999999999999        -1.97                    0.9749851033929439       -0.2542564890193824      0.19333508044241265      0.04318221379785876      2.9165728546397056
0.43999999999999995       -1.97                    0.9622698397855688       -0.2314121983764168      0.1941050399298765       0.008148418699726172     2.9678952667397436
0.47                      -1.97                    0.9492327860030902       -0.2095575719402435      0.19389740571186767      -0.020786828647363073    3.0237893573963825
0.5                       -1.97                    0.9359392530271213       -0.18871318597925793     0.19281184852919714      -0.04806661566151787     3.0672913429640043
0.53                      -1.97                    0.9224536637719164       -0.16888835433249416     0.19093578929256405      -0.07338164331788881     3.098046282016626
0.56                      -1.97                    0.9088335667674133       -0.15008292318706629     0.18839646118061715      -0.09590689747857024     3.0915870042285056
0.5899999999999999        -1.97                    0.895136096179127        -0.13229001450227926     0.18518880517572633      -0.11483371674550498     3.0928034368059656
0.6199999999999999        -1.97                    0.8814105601283299       -0.11549923547626305     0.1814379895620237       -0.1315309980783625      3.082892872580765
0.6499999999999999        -1.97                    0.8677052429270788       -0.09969248013234976     0.1772328115590187       -0.14593065066937735     3.0622128326194096
0.6799999999999999        -1.97                    0.8540638247432419       -0.08484670605840985     0.17265659812036452      -0.15800639491422894     3.031251995841792
0.71                      -1.97                    0.8405230513384045       -0.0709353710109926      0.1678042569021824       -0.16548301963124026     2.9698672211782706
0.74                      -1.97                    0.8271195758636443       -0.05793214270415862     0.16268491535315044      -0.1723234684055294      2.9205130812497253
0.77                      -1.97                    0.8138838164099113       -0.04580565770171175     0.1574035948539521       -0.17730309165801159     2.864200835903123
0.7999999999999998        -1.97                    0.8008438326966735       -0.034522366013490485    0.15202103340418344      -0.1805167094242782      2.8016665975829946
0.8299999999999998        -1.97                    0.7880231401467451       -0.024047579362312988    0.14660794995575332      -0.18035552047106262     2.719802744881823
0.8599999999999999        -1.97                    0.7754434454352703       -0.014348794622781203    0.14115750293433568      -0.18011951750678218     2.648543659739634
0.8899999999999999        -1.97                    0.7631216210145385       -0.00539130260638871     0.13574566018630543      -0.178707927307755       2.5741639382144608
0.9199999999999999        -1.97                    0.7510731504170352       0.0028607791593224428    0.13040807036031235      -0.17623847830924708     2.4973183051332355
0.95                      -1.97                    0.739310580679954        0.01044305480438418      0.1251781910962097       -0.18031781824790194     2.4143365219879116
0.98                      -1.97                    0.7278444565970502       0.017388955462552074     0.1200707600551989       -0.16739079327726875     2.331778301082819
1.0099999999999998        -1.97                    0.7166823478444111       0.02373076561768131      0.11510014735522925      -0.16254812382700398     2.25345276471625
1.04                      -1.97                    0.7058302718253547       0.02950226884793547      0.11029329120645014      -0.1572314213117576      2.1753107053676746
1.0699999999999998        -1.97                    0.6952925997465703       0.034736232423704036     0.10566161244135758      -0.15153110193043356     2.097772497077635
1.1                       -1.97                    0.6850723958847852       0.03946381830707355      0.10121677073459796      -0.14479167852020447     2.017445228052607
1.13                      -1.97                    0.6751709533935633       0.04371314213637599      0.09694947705474247      -0.1386961581590699      1.9441485310284978
1.1600000000000001        -1.97                    0.6655879583765871       0.04751358190747081      0.09287462007039551      -0.13250556470237201     1.87251187791501
1.19                      -1.97                    0.6563223222254243       0.05089357603085819      0.08899254911941358      -0.1262724455149682      1.802747078048847
1.2199999999999998        -1.97                    0.6473721017500192       0.05388026147172818      0.08530497184438962      -0.11956603948663176     1.732961120339432
1.25                      -1.97                    0.6387347812730926       0.056497772561748115     0.08179815220710021      -0.11352414685465201     1.6691077788972954
1.2799999999999998        -1.97                    0.6304061717517081       0.058770186130441576     0.07847714818646831      -0.10758677300440159     1.6075043005860632
1.31                      -1.97                    0.6223818372657577       0.06072130594921887      0.07533675817425067      -0.10177802137758415     1.5482211337437137
1.3399999999999999        -1.97                    0.6146567027899057       0.062373684957130866     0.07237100866806644      -0.09611947797539672     1.4913121742348445
1.37                      -1.97                    0.607226062918275        0.06374804347880773      0.06957301137796747      -0.09041367469786667     1.4368969441813768
1.4                       -1.97                    0.6000835885177035       0.06486326637345054      0.06693535389626111      -0.08523956357520975     1.386065894505675
1.4299999999999997        -1.97                    0.5932230349122853       0.06573876854482735      0.0644533663438119       -0.08025581741686753     1.3375255562962691
1.46                      -1.97                    0.5866377806953781       0.06639287055644255      0.06211974771631829      -0.07546819815592294     1.2912586598582227
1.4899999999999998        -1.97                    0.5803214399250871       0.06684272154731409      0.059926924956158534     -0.0707199858547278      1.2474128910038111
1.52                      -1.97                    0.5742671371860525       0.06710332808814368      0.05786727554038581      -0.06644748962207056     1.2065969788935178
1.5499999999999998        -1.97                    0.5684677490060053       0.06718995730185601      0.0559355564289947       -0.062368219621593377    1.1678165328364243
1.58                      -1.97                    0.5629160015218881       0.06711723841790311      0.05412474404098721      -0.05848034072585425     1.1310242236220844
1.6099999999999999        -1.97                    0.5576045522449871       0.06689888145754089      0.05242805960754909      -0.05478130257583872     1.0961681419043667
1.6399999999999997        -1.97                    0.5525270153171296       0.0665471441228201       0.050837970243040494     -0.05122465505806931     1.0640866768044168
1.67                      -1.97                    0.5476755214713879       0.06607352290139482      0.04935036414791092      -0.04797462526189395     1.0336156934379208
1.6999999999999997        -1.97                    0.5430429592054169       0.06548955463932037      0.04795896786716483      -0.044890259394777615    1.0047981676985378
1.73                      -1.97                    0.5386220216336037       0.06480598088889303      0.04665802019393191      -0.04196667201709472     0.9775778116406421
1.7599999999999998        -1.97                    0.534405998750651        0.06403267785982036      0.04544122580394677      -0.03915295398191486     0.9525184290848101
1.79                      -1.97                    0.5303877237869489       0.06317829747045368      0.04430508169178817      -0.03660101657231883     0.9288637992367196
1.8199999999999998        -1.97                    0.5265603112330034       0.062251696434140504     0.04324453471788942      -0.0341839598322535      0.9065454831880027
1.85                      -1.97                    0.5229167970180387       0.06126116765530345      0.04225491637629403      -0.03189671128388466     0.8855121696253444
1.88                      -1.97                    0.5194504745258409       0.060214414500889116     0.04133156764383925      -0.029350016957244814    0.8659292471967536
1.9099999999999997        -1.97                    0.5161551655464232       0.05911810506129667      0.04047040801428224      -0.027695472616786076    0.8479277326527372
1.94                      -1.97                    0.5130241437494004       0.057978779261982374     0.03966871053436236      -0.02581135723854447     0.8308102622425383
1.9699999999999998        -1.97                    0.5100511091714169       0.05680274361448977      0.038922396841014846     -0.024029154667241395    0.8147125715676987
2                         -1.97                    0.5072297740017961       0.05559581676082812      0.03822802602160301      -0.022344474313434774    0.7995917301494081
-1                        -1.94                    1                        -2.653676560943246E-15   -1.7754806482531295E-25  3.372661265679421E-9     -1.4340932267739178E-23
-0.97                     -1.94                    0.9965120935755724       -0.07497600129566669     3.051617183662636E-10    1.0943120408261577E-8    4.8613027201224185E-9
-0.94                     -1.94                    0.9833453752039031       -0.15936177954125144     1.500530040530822E-9     5.815584036953311E-8     2.5505020928210096E-8
-0.91                     -1.94                    0.9675054631044147       -0.23984461417872924     5.5988738774978995E-9    2.1616166949103905E-7    8.716368245405988E-8
-0.88                     -1.94                    0.95346887019636         -0.3137710342657937      1.942152464884625E-8     5.813772260015972E-7     1.764826498078349E-7
-0.85                     -1.94                    0.9425294278320614       -0.3820948318581015      6.219835100593279E-8     2.270411197804171E-6     8.955645443509249E-7
-0.8200000000000001       -1.94                    0.9345684324034145       -0.44526403862765224     1.8323198980587463E-7    6.7275796451643925E-6    2.715737857679483E-6
-0.79                     -1.94                    0.9294272353978922       -0.5034448845255813      5.039504244218817E-7     1.7794824405930867E-5    7.294588661074682E-6
-0.76                     -1.94                    0.9268032579756401       -0.5568366535439783      1.3230910298505437E-6    4.1505647926512014E-5    1.7123240590145444E-5
-0.73                     -1.94                    0.9263993809104542       -0.6055541747150764      3.376017195251816E-6     9.733610521138552E-5     4.206298867959186E-5
-0.7                      -1.94                    0.9279451288376549       -0.6496969832436558      8.05509049801579E-6      2.269362584878638E-4     1.0704622005863358E-4
-0.67                     -1.94                    0.9311353867021682       -0.6893099557636988      1.8134148396558818E-5    4.94440345051582E-4      2.425586107078323E-4
-0.64                     -1.94                    0.9357379844418502       -0.7244589878045785      3.890511022498518E-5     9.863114620955594E-4     5.027885912363461E-4
-0.61                     -1.94                    0.9415192041270827       -0.7552178801114727      8.028268718523076E-5     0.0018129693113287926    9.570610962369765E-4
-0.5800000000000001       -1.94                    0.94828395834376         -0.7816690174303921      1.589473593008654E-4     0.0034313421630468664    0.001930072663811126
-0.55                     -1.94                    0.9558031868097286       -0.8038965153529845      2.993957216107171E-4     0.006186572949539524     0.003658410336119115
-0.52                     -1.94                    0.9639070295398694       -0.8219821618869759      5.400807658718163E-4     0.010445402770525984     0.006485811026762767
-0.49                     -1.94                    0.9724169611623104       -0.836031379035501       9.377624456513453E-4     0.016653018028170388     0.01082848909226937
-0.45999999999999996      -1.94                    0.9811667245647178       -0.8461608217767125      0.0015716324337551758    0.02562590518844397      0.017354424598663105
-0.43000000000000005      -1.94                    0.9900146498014923       -0.8525005612031336      0.002534834892116563     0.03890962602840304      0.027953770124722464
-0.4                      -1.94                    0.998796427836547        -0.8551726605443047      0.003944841575686028     0.05634598925348367      0.0427083826992193
-0.37                     -1.94                    1.0073866986137927       -0.854324581329062       0.005941364308875885     0.07822279857334748      0.06239441774927743
-0.3400000000000001       -1.94                    1.0156563771488964       -0.8501182063172514      0.008678375411245822     0.10479482022560498      0.08769980858882137
-0.31000000000000005      -1.94                    1.0234954848778584       -0.842729555667975       0.012306140561582937     0.13705618979686907      0.12130827638854626
