% Model:              C2noStructPeEpsMin1Eps002.mph
% Version:            COMSOL 5.6.0.280
% Date:               Apr 22 2021, 16:40
% Dimension:          2
% Nodes:              3001
% Expressions:        5
% Description:        Velocity field, x component, Velocity field, y component, Concentration, Gradient of c2, x component, Gradient of c2, y component
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  u2 (1)                   u2x (1/m)                u2y (1/m)
0                         -1.827                   0                        0                        1.6085023711731678E-8    2.167678283406817E-7     5.763109523734207E-7
0                         -1.826                   0                        0                        1.667149188239711E-8     2.25482175358635E-7      5.966253889575738E-7
0                         -1.825                   0                        0                        1.727827448964683E-8     2.3419652237659035E-7    6.169398255417313E-7
0                         -1.824                   0                        0                        1.790537153348057E-8     2.429108693945439E-7     6.372542621258843E-7
0                         -1.823                   0                        0                        1.8552783013898607E-8    2.5162521641249916E-7    6.575686987100418E-7
0                         -1.822                   0                        0                        1.9220508930900653E-8    2.603395634304529E-7     6.778831352941945E-7
0                         -1.821                   0                        0                        1.9908549284487E-8       2.6905391044840827E-7    6.981975718783519E-7
0                         -1.82                    0                        0                        2.061690407465735E-8     2.7776825746636147E-7    7.185120084625048E-7
0                         -1.819                   0                        0                        2.134557330141202E-8     2.86482604484317E-7      7.388264450466622E-7
0                         -1.818                   0                        0                        2.2094556964750676E-8    2.951969515022706E-7     7.591408816308151E-7
0                         -1.817                   0                        0                        2.2863855064673654E-8    3.0391129852022574E-7    7.794553182149725E-7
0                         -1.816                   0                        0                        2.3653467601180612E-8    3.126256455381793E-7     7.997697547991254E-7
0                         -1.815                   0                        0                        2.446339457427191E-8     3.2133999255613464E-7    8.200841913832827E-7
0                         -1.814                   0                        0                        2.5293635983947178E-8    3.3005433957408805E-7    8.403986279674359E-7
0                         -1.813                   0                        0                        2.6144191830206787E-8    3.3876868659204337E-7    8.607130645515933E-7
0                         -1.812                   0                        0                        2.7015062113050365E-8    3.4748303360999716E-7    8.810275011357462E-7
0                         -1.811                   0                        0                        2.7906246832478285E-8    3.561973806279526E-7     9.013419377199037E-7
0                         -1.81                    0                        0                        2.8817745988490168E-8    3.6491172764590605E-7    9.216563743040566E-7
0                         -1.809                   0                        0                        2.9749559581086403E-8    3.736260746638611E-7     9.419708108882137E-7
0                         -1.808                   0                        0                        3.0701687610266594E-8    3.823404216818149E-7     9.622852474723666E-7
0                         -1.807                   0                        0                        3.1674130076031144E-8    3.9105476869976995E-7    9.825996840565245E-7
0                         -1.806                   0                        0                        3.2666886978379634E-8    3.997691157177233E-7     1.0029141206406768E-6
0                         -1.805                   0                        0                        3.364427171776487E-8     2.4436137608728104E-7    8.44759271404515E-7
0                         -1.804                   0                        0                        3.452342742324374E-8     2.728846684064499E-7     9.135521395534157E-7
0                         -1.803                   0                        0                        3.547137599687173E-8     3.0140796072562476E-7    9.823450077023335E-7
0                         -1.802                   0                        0                        3.648811743864839E-8     3.2993125304479426E-7    1.051137875851235E-6
0                         -1.801                   0                        0                        3.7573651748574215E-8    3.5845454536396953E-7    1.1199307440001516E-6
0                         -1.8                     0                        0                        3.8727978926648685E-8    3.8697783768313877E-7    1.1887236121490529E-6
0                         -1.799                   0                        0                        3.9951098972872334E-8    4.155011300023141E-7     1.2575164802979696E-6
