% Model:              C2EQPeEpsMin1Eps002.mph
% Version:            COMSOL 5.6.0.280
% Date:               Apr 22 2021, 17:41
% Dimension:          2
% Nodes:              10201
% Expressions:        8
% Description:        Velocity field, x component, Velocity field, y component, Dependent variable u3, Gradient of u3, x component, Gradient of u3, y component, , , 
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  u3 (1)                   u3x (1/m)                u3y (1/m)                u5 (1)                   u5x (1/m)                u5y (1/m)
-1                        -2                       1                        1.110223024625057E-14    0                        9.072423571700858E-10    1.0072272739288102E-23   0                        1.2059757336859743E-9    1.09567354959318E-23
-0.97                     -2                       0.9334918924669533       -0.1322914388948584      7.948365199150968E-11    5.253824586625183E-9     4.240539943311835E-9     8.308925726011484E-11    5.238406763860167E-9     4.154465583294414E-9
-0.94                     -2                       0.9005087547318197       -0.21038120586313475     4.0747046909052594E-10   1.9001769823226735E-8    1.841779162417968E-8     4.1966980933421395E-10   2.0315025893798157E-8    2.0983476966816707E-8
-0.91                     -2                       0.8778777411191783       -0.279024808442836       1.5827323156504436E-9    7.120297016993473E-8     8.202174990878466E-8     1.6501952885721213E-9    7.167879965746701E-8     8.250976529599227E-8
-0.88                     -2                       0.8625970899678208       -0.3428465220572048      5.6034668881906176E-9    2.261757172550189E-7     2.602860709709204E-7     5.789001221158094E-9     2.338398583237321E-7     2.894499148975188E-7
-0.85                     -2                       0.8530155555179683       -0.40244119699689646     1.7987351532934536E-8    7.020111847113009E-7     9.199463697168421E-7     1.8736428687713247E-8    7.114141131426714E-7     9.368214335329584E-7
-0.8200000000000001       -2                       0.8480532049586756       -0.45820581540643424     5.4778706886949497E-8    1.991429130242139E-6     2.5758392082694775E-6    5.664497116280941E-8     2.0289375391724945E-6    2.8322472408252528E-6
-0.79                     -2                       0.8469332605043823       -0.5100955609149274      1.5470718857282753E-7    5.348440214735225E-6     7.830542598638549E-6     1.609549119482684E-7     5.444139993359831E-6     8.047745814644695E-6
-0.76                     -2                       0.8490357621747068       -0.5581757792577351      4.173139920567799E-7     1.3682173437449986E-5    1.9771677657281114E-5    4.3152713229102826E-7    1.3782536978593472E-5    2.1576346286530275E-5
-0.73                     -2                       0.8538592610210204       -0.6023616505837959      1.0538888201457431E-6    3.232300916948233E-5     5.287241952308506E-5     1.0947984780534227E-6    3.299794627717426E-5     5.473992640263562E-5
-0.7                      -2                       0.8609714425937391       -0.6426826250506373      2.5494899167612054E-6    6.780351469902792E-5     1.2587149795211935E-4    2.6346738101146434E-6    7.48695233456907E-5      1.3173368193247382E-4
-0.67                     -2                       0.8700012529044437       -0.6790852703751759      5.81196862495451E-6      1.577090794360463E-4     2.8940786882250427E-4    6.027085892692252E-6     1.6128948848070503E-4    3.0135430678853635E-4
-0.64                     -2                       0.8806172387452178       -0.7116119410499597      1.2720741931245658E-5    3.031287169335723E-4     6.271088975003462E-4     1.3131789521316163E-5    3.3049574560994297E-4    6.565894365409634E-4
-0.61                     -2                       0.892523264797218        -0.7402468464138072      2.637672984469575E-5     6.303779135401925E-4     0.0013053620708977514    2.730097530395383E-5     6.452504942079082E-4     0.0013650487818544143
-0.5800000000000001       -2                       0.9054503237765869       -0.7650542268053999      5.262949231757873E-5     0.0011139883950599205    0.0025909001173191532    5.425544579824158E-5     0.001202318462899624     0.0027127720914541685
-0.55                     -2                       0.919150541094731        -0.7860528085094067      9.995158728444699E-5     0.0020920160000963695    0.004922281948874417     1.0324617444322157E-4    0.0021416733279620535    0.005162308572510639
-0.52                     -2                       0.9333974732974768       -0.8033298279038539      1.8309994342850547E-4    0.0034118197099847185    0.009002684721557382     1.884575080694918E-4     0.0036528950945092717    0.009422874470193554
-0.49                     -2                       0.9479772255012273       -0.8169351303048676      3.206338438661735E-4     0.005839517462671524     0.015731368559547036     3.305196581958414E-4     0.005975506866723087     0.016525981735916177
-0.45999999999999996      -2                       0.9626949915449196       -0.8269785994156923      5.429698251807675E-4     0.008825529160195323     0.026669550235363108     5.578995523003897E-4     0.009390007205289081     0.02789497400830602
-0.43000000000000005      -2                       0.9773630849884002       -0.833538832616484       8.825256908996632E-4     0.013886567004631695     0.0431860619296517       9.07852245809853E-4      0.014197361163463743     0.04539260758550652
-0.4                      -2                       0.9918125446525087       -0.8367477676086057      0.0013908716941273666    0.019536592493568795     0.06826454516915506      0.0014265788615196381    0.020686708048578736     0.07132893204042243
-0.37                     -2                       1.0058781197785707       -0.8367111208719056      0.0021120887475033173    0.028491853584255943     0.10318742470352314      0.0021682671408597355    0.029093975073025514     0.10841334393078428
-0.3400000000000001       -2                       1.0194142134855682       -0.8335819612208982      0.003118456252666156     0.037489714824771946     0.15298349387210813      0.003192817599053127     0.03955652194198011      0.15964085308799686
-0.31000000000000005      -2                       1.0322769350704426       -0.8274915870335635      0.004452850489261967     0.0510684777559952       0.21739332696839456      0.00456224261546107      0.052071670244800784     0.22811210296217527
-0.28                     -2                       1.0443437993465          -0.8186125284184346      0.006199210638322586     0.06314945575272703      0.30407498204227623      0.006335973886509014     0.0664662158869023       0.31679864147116726
-0.25                     -2                       1.0554930230063815       -0.8070995680202477      0.008375980367381354     0.08092893334376318      0.4089629498883659       0.008565516253186984     0.08238485645704632      0.4282757657725026
-0.21999999999999997      -2                       1.0656263632211906       -0.7931418521529464      0.011063842332066193     0.09449714481860408      0.5428126433491864       0.011289071328505136     0.09929927920039512      0.5644534813873088
-0.19000000000000006      -2                       1.0746459613480763       -0.7769144573019678      0.014230748127341663     0.11468474871165754      0.6953831014387429       0.014526777405406774     0.11654082215814784      0.7263388061310984
-0.16000000000000003      -2                       1.082479555105615        -0.758618825190021       0.01794058485503519      0.12698376638763967      0.8810641213458182       0.01827719490273448      0.1333487244414319       0.9138596342185891
-0.13                     -2                       1.0890552885515743       -0.7384455902280357      0.022092917237575834     0.1458957649943383       1.0820509523490596       0.022515455047259488     0.14893282531050925      1.1257726831287131
-0.10000000000000009      -2                       1.0943271794261065       -0.716603342149289       0.026714592095558428     0.1637650728951368       1.302859403783717        0.02719331790666525      0.1625354542664796       1.3596658249969706
-0.07000000000000006      -2                       1.098255102837289        -0.693291636567198       0.03169239670553863      0.1685201808506452       1.5553190468360654       0.03224106994617238      0.1734917312234814       1.6120534321378372
-0.040000000000000036     -2                       1.1008169701551431       -0.6687191440882349      0.036970172220856044     0.1748563122929161       1.8213477923823627       0.037571046271166864     0.1812761622544642       1.8785522570020157
-0.010000000000000009     -2                       1.102001473702357        -0.6430883448402153      0.0424114207355507       0.1830911734774257       2.064197326088244        0.0430823135511917       0.18553387410532063      2.1541154429766802
0.020000000000000018      -2                       NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN                      NaN
