% Model:              C2DNSEps01Pe1.mph
% Version:            COMSOL 5.6.0.280
% Date:               Apr 22 2021, 17:05
% Dimension:          2
% Nodes:              4001
% Expressions:        5
% Description:        Velocity field, x component, Velocity field, y component, , , Gradient of c, y component
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  u2 (1)                   u2x (1/m)                u2y (1/m)
-0.947                    -0.5                     0.9916154038704488       -5.349128256151735E-6    0.9999999063875381       -4.070645377889087E-6    -3.0263785509474197E-10
-0.946                    -0.5                     0.9913046519582476       -5.445482732990104E-6    0.9999999022525621       -4.199306629556554E-6    -3.168136316504562E-10
-0.945                    -0.5                     0.9909884314836143       -5.541672344648163E-6    0.9999998979889249       -4.327967888329449E-6    -3.3098585549278344E-10
-0.944                    -0.5                     0.9906667424465491       -5.637697091125684E-6    0.9999998935966264       -4.4566291328914895E-6   -3.4516340840562893E-10
-0.943                    -0.5                     0.9903395848470521       -5.733556972423005E-6    0.9999998890756668       -4.585290385447135E-6    -3.5932497410662797E-10
-0.942                    -0.5                     0.990006958685123        -5.829251988540135E-6    0.9999998844260457       -4.713951641555495E-6    -3.735060797319849E-10
-0.941                    -0.5                     0.9896688639607621       -5.924782139475877E-6    0.9999998796477633       -4.842612897663855E-6    -3.8767652721834825E-10
-0.94                     -0.5                     0.9893253006739696       -6.0201474252318945E-6   0.9999998747408197       -4.9712741537722136E-6   -4.018505274166394E-10
-0.9390000000000001       -0.5                     0.9889762688247452       -6.11534784580657E-6     0.9999998697052149       -5.099935408104198E-6    -4.1602808030000987E-10
-0.938                    -0.5                     0.9886217684130889       -6.21038340120128E-6     0.9999998645409489       -5.2285966748707175E-6   -4.3020208052923515E-10
-0.937                    -0.5                     0.9882617994390008       -6.305254091415904E-6    0.9999998592480218       -5.357257914991847E-6    -4.4436897526981827E-10
-0.9359999999999999       -0.5                     0.9878966656357534       -6.399962486297724E-6    0.9999998539399657       -5.383235832793649E-6    -4.637195542914739E-10
-0.935                    -0.5                     0.9875265513219446       -6.494517428173131E-6    0.9999998484592411       -5.578213245476988E-6    -4.838735368022531E-10
-0.9339999999999999       -0.5                     0.987151440879007        -6.588919314643938E-6    0.9999998427835392       -5.773190661713077E-6    -5.04031072085071E-10
-0.933                    -0.5                     0.9867713343069414       -6.683168145707269E-6    0.9999998369128598       -5.968168083278201E-6    -5.241886073089454E-10
-0.9319999999999999       -0.5                     0.9863862316057473       -6.7772639213659015E-6   0.9999998308472028       -6.163145497737933E-6    -5.443568007327999E-10
-0.931                    -0.5                     0.9859961327754246       -6.871206641617837E-6    0.9999998245865687       -6.358122912197629E-6    -5.645178886697694E-10
-0.9299999999999999       -0.5                     0.985601037815974        -6.964996306464632E-6    0.9999998181309574       -6.553100333762789E-6    -5.846718712389087E-10
-0.929                    -0.5                     0.9852009467273947       -7.058632915905116E-6    0.9999998114803684       -6.7480777491106635E-6   -6.048258537491042E-10
-0.9279999999999999       -0.5                     0.9847958595096866       -7.152116469938511E-6    0.9999998046348018       -6.943055166234932E-6    -6.249851653893452E-10
-0.927                    -0.5                     0.9843857761628498       -7.2454469685666475E-6   0.9999997975942576       -7.138032586023698E-6    -6.451462533257312E-10
-0.926                    -0.5                     0.9839706966868853       -7.33862441178926E-6     0.9999997903587364       -7.333010002259769E-6    -6.652940186168984E-10
-0.925                    -0.5                     0.983550621081792        -7.43164879960529E-6     0.9999997829282379       -7.527987418939929E-6    -6.854559947626348E-10
-0.924                    -0.5                     0.9831255493475702       -7.52452013201453E-6     0.9999997753027617       -7.722964842281428E-6    -7.056144181946925E-10
-0.923                    -0.5                     0.9826954814842199       -7.6172384090198E-6      0.999999767482308        -7.917942255408874E-6    -7.257790588748127E-10
-0.922                    -0.5                     0.9822604174917418       -7.709803630616665E-6    0.9999997594668774       -8.112919668536322E-6    -7.459345957279182E-10
-0.921                    -0.5                     0.9818203573701346       -7.802215796809222E-6    0.9999997512564688       -8.307897095680334E-6    -7.660892444007713E-10
-0.92                     -0.5                     0.9813753011193987       -7.894474907595533E-6    0.999999742851083        -8.502874510334337E-6    -7.862476678323639E-10
-0.919                    -0.5                     0.9809252487395351       -7.986580962976158E-6    0.9999997342507199       -8.69785192523814E-6     -8.064096439776261E-10
-0.918                    -0.5                     0.9804702002305424       -8.078533962949758E-6    0.999999725455379        -8.892829350355997E-6    -8.265711760346635E-10
-0.917                    -0.5                     0.9800101555924219       -8.170333907517248E-6    0.9999997164650611       -9.08780675993073E-6     -8.46750915748794E-10
-0.916                    -0.5                     0.9795451148251725       -8.261980796679448E-6    0.9999997072797655       -9.282784185048584E-6    -8.668915756118741E-10
-0.915                    -0.5                     0.9790750779287949       -8.353474630435409E-6    0.9999996978994926       -9.477761602172835E-6    -8.870473345086727E-10
-0.914                    -0.5                     0.9786000449032884       -8.444815408785893E-6    0.9999996883242422       -9.672739023737976E-6    -9.0720131704834E-10
-0.913                    -0.5                     0.9781200157486541       -8.536003131729782E-6    0.9999996785540146       -9.867716425763192E-6    -9.27376615870372E-10
-0.912                    -0.5                     0.977634990464891        -8.627037799267868E-6    0.9999996685888095       -1.0062693854433762E-5   -9.475057294145796E-10
-0.911                    -0.5                     0.9771449690519995       -8.71791941140027E-6     0.9999996584286271       -1.0257671263564406E-5   -9.67668593738444E-10
-0.91                     -0.5                     0.9766499515099794       -8.80864796812673E-6     0.9999996480734672       -1.0452648695787688E-5   -9.878545507009287E-10
-0.909                    -0.5                     0.9761499378388309       -8.899223469446583E-6    0.9999996375233294       -1.0647626103141974E-5   -1.0080014278129469E-9
-0.908                    -0.5                     0.9756449280385542       -8.989645915360775E-6    0.9999996267782147       -1.0842603526483474E-5   -1.028155410352906E-9
-0.907                    -0.5                     0.9751349221091488       -9.079915305868912E-6    0.9999996158381226       -1.1037580939166831E-5   -1.0483200510339015E-9
-0.906                    -0.5                     0.9746199200506152       -9.170031640971078E-6    0.9999996047030529       -1.1232558355402902E-5   -1.068477586286956E-9
-0.905                    -0.5                     0.9741000236373967       -9.259991066373993E-6    0.9999995938598306       -9.829597249777582E-6    -8.226388201980646E-10
-0.904                    -0.5                     0.9735756799391263       -9.349791331307925E-6    0.9999995837859783       -1.0318107607851519E-5   -9.032665123394688E-10
-0.903                    -0.5                     0.9730468143711972       -9.439443224718865E-6    0.9999995732236157       -1.080661798013631E-5    -9.838480192107524E-10
-0.902                    -0.5                     0.9725134269336102       -9.528946746606834E-6    0.9999995621727422       -1.1295128348868386E-5   -1.064472158638478E-9
-0.901                    -0.5                     0.9719755176263646       -9.618301896971305E-6    0.999999550633359        -1.1783638703389611E-5   -1.1451140616384492E-9
-0.9                      -0.5                     0.9714330864494606       -9.707508675812843E-6    0.999999538605465        -1.2272149070345329E-5   -1.2257382010661748E-9
-0.899                    -0.5                     0.9708861334028981       -9.79656708313148E-6     0.9999995260890604       -1.276065944263012E-5    -1.3063783277112328E-9
-0.898                    -0.5                     0.9703346584866777       -9.885477118926588E-6    0.999999513084146        -1.3249169806033126E-5   -1.38697937449812E-9
-0.897                    -0.5                     0.9697786617007985       -9.974238783198341E-6    0.9999994995907213       -1.3737680163218884E-5   -1.4676123957138944E-9
-0.896                    -0.5                     0.969218143045261        -1.0062852075947939E-5   0.9999994856087857       -1.4226190515075572E-5   -1.548229429718114E-9
-0.895                    -0.5                     0.9686531025200654       -1.0151316997173392E-5   0.9999994711383402       -1.4714700874037686E-5   -1.628855345504605E-9
-0.894                    -0.5                     0.9680835401252114       -1.0239633546876358E-5   0.9999994561793841       -1.5203211248987014E-5   -1.7094812612930219E-9
-0.893                    -0.5                     0.9675094558606985       -1.0327801725055943E-5   0.9999994407319176       -1.5691721616830912E-5   -1.790100071651192E-9
-0.892                    -0.5                     0.9669308497265275       -1.0415821531712747E-5   0.9999994247959407       -1.6180231984674808E-5   -1.870707335690869E-9
-0.891                    -0.5                     0.9663477217226982       -1.0503692966846388E-5   0.9999994083714535       -1.6668742352074618E-5   -1.9513376923684955E-9
-0.89                     -0.5                     0.9657600718492106       -1.0591416030457504E-5   0.9999993914584561       -1.715725270565215E-5    -2.03196027748507E-9
-0.889                    -0.5                     0.9651679001060647       -1.0678990722543466E-5   0.999999374056948        -1.764576307876961E-5    -2.112586415318453E-9
-0.888                    -0.5                     0.9645712064932604       -1.0766417043107847E-5   0.9999993561669298       -1.8134273439397057E-5   -2.1932047815878944E-9
-0.887                    -0.5                     0.9639699910107977       -1.0853694992148081E-5   0.9999993377884013       -1.86227838034662E-5     -2.273828032843941E-9
-0.886                    -0.5                     0.9633642536586766       -1.0940824569666123E-5   0.9999993189213623       -1.9111294157099243E-5   -2.354456613165691E-9
-0.885                    -0.5                     0.962753994436897        -1.1027805775661677E-5   0.9999992995658128       -1.959980453560128E-5    -2.43507631169554E-9
-0.884                    -0.5                     0.9621392133454592       -1.111463861013251E-5    0.9999992797217532       -2.0088314892787038E-5   -2.5157031156662285E-9
-0.883                    -0.5                     0.9615199103843631       -1.1201323073080461E-5   0.9999992593891833       -2.057682525352551E-5    -2.596314820598004E-9
-0.882                    -0.5                     0.9608960855536083       -1.128785916450586E-5    0.9999992385681026       -2.1065335624922127E-5   -2.676940736388347E-9
-0.881                    -0.5                     0.9602677388531955       -1.1374246884407435E-5   0.9999992172585119       -2.1553845985660596E-5   -2.757563099461159E-9
-0.88                     -0.5                     0.9596348702831242       -1.1460486232785628E-5   0.9999991954604108       -2.2042356350839963E-5   -2.838189015253428E-9
-0.879                    -0.5                     0.9589974798433945       -1.1546577209641513E-5   0.999999173173799        -2.2530866716019327E-5   -2.9188096019694E-9
-0.878                    -0.5                     0.9583555675340063       -1.1632519814973883E-5   0.9999991503986772       -2.3019377077645974E-5   -2.999433741397126E-9
-0.877                    -0.5                     0.9577091333549603       -1.171831404878395E-5    0.9999991271350452       -2.3507887446378052E-5   -3.0800507753974935E-9
-0.876                    -0.5                     0.9570581773062551       -1.18039599110693E-5     0.9999991033829021       -2.3996397802675636E-5   -3.1606820202602804E-9
-0.875                    -0.5                     0.956402699387892        -1.1889457401833742E-5   0.9999990791422494       -2.4484908169631353E-5   -3.2412990542645004E-9
-0.874                    -0.5                     0.9557426995998706       -1.1974806521073569E-5   0.999999054413086        -2.4973418531258E-5      -3.3219231936922257E-9
-0.873                    -0.5                     0.9550783620044933       -1.2060009765232847E-5   0.9999990294289521       -2.5173079237543076E-5   -3.416319794766882E-9
-0.872                    -0.5                     0.9544099043085426       -1.2145068888139606E-5   0.9999990039682484       -2.5748328564710796E-5   -3.5158409763848563E-9
