% Model:              C2EQPeEpsMin1Eps002.mph
% Version:            COMSOL 5.6.0.280
% Date:               Apr 22 2021, 17:41
% Dimension:          2
% Nodes:              4001
% Expressions:        10
% Description:        Velocity field, x component, Velocity field, y component, Dependent variable u3, Gradient of u3, x component, Gradient of u3, y component, , , , , 
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  u3 (1)                   u3x (1/m)                u3y (1/m)                -u*u3+0.1*u3x            u5 (1)                   u5x (1/m)                u5y (1/m)                -u*u5+0.1*u5x
-1                        -0.5                     1                        0                        1                        -4.373335826812763E-7    0                        -1.0000000437333583      1                        -4.4330795390123967E-7   1.3642420526593924E-12   -1.0000000443307955
-0.999                    -0.5                     0.9999965623093913       5.332214387579837E-7     0.9999999995458002       -4.710755667085818E-7    -9.359029670946374E-12   -0.9999966089627497      0.999999999545483        -4.658527589498361E-7    5.0449530295196066E-12   -0.9999966084401517
-0.998                    -0.5                     0.9999870369081214       1.064940519358481E-6     0.9999999990578488       -5.04826859988527E-7     -3.664966006808353E-12   -0.9999870864486684      0.9999999990680382       -4.891673290476106E-7    9.943281556520202E-12    -0.9999870848929046
-0.997                    -0.5                     0.9999714237961913       1.595157241807223E-6     0.9999999985361465       -5.385781319521902E-7    2.053966652910025E-12    -0.9999714761901929      0.9999999985668849       -5.132713040282888E-7    1.5409443454984873E-11   -0.9999714736902476
-0.996                    -0.5                     0.9999497229736001       2.1238716061041662E-6    0.9999999979806927       -5.723294305612058E-7    7.758688458041637E-12    -0.9999497781873373      0.9999999980412252       -5.381859650463036E-7    2.1757999103078627E-11   -0.9999497748335202
-0.995                    -0.5                     0.9999219344403478       2.6510836122493375E-6    0.9999999973914874       -6.06080702524869E-7     1.3470515690445226E-11   -0.999921992440109       0.9999999974902356       -5.639323552876871E-7    2.8747455385091077E-11   -0.9999219883240149
-0.994                    -0.5                     0.9998880581964353       3.1767932602427367E-6    0.9999999967685314       -6.398319904757437E-7    1.9189448350292037E-11   -0.9998881189485275      0.9999999969130763       -5.905311737256904E-7    3.587399694544291E-11    -0.9998881141629745
-0.993                    -0.5                     0.9998480942418617       3.7010005500844186E-6    0.9999999961118233       -6.735832757620832E-7    2.4869301159522205E-11   -0.9998481577126033      0.9999999963088829       -6.180046290861761E-7    4.3048910520314946E-11   -0.9998481523517682
-0.992                    -0.5                     0.9998020425766275       4.223705481774247E-6     0.9999999954213646       -7.073345774797232E-7    3.0584459061140145E-11   -0.9998021087323563      0.9999999956767681       -6.463748950872651E-7    5.1078833659649214E-11   -0.999802102891741
-0.991                    -0.5                     0.9997499032007326       4.744908055312317E-6     0.9999999946971544       -7.410858516638324E-7    3.6292955624479226E-11   -0.9997499720077985      0.9999999950158265       -6.756643693473095E-7    5.91128741466197E-11     -0.9997499657842426
-0.99                     -0.5                     0.9996916761141769       5.264608270698642E-6     0.9999999939391931       -7.748371280683876E-7    4.203853363689563E-11    -0.9996917475389515      0.999999994325125        -7.058961895315405E-7    6.743611941341169E-11    -0.9996917410306705
-0.989                    -0.5                     0.9996273613169601       5.782806127933141E-6     0.99999999314748         -8.085884195719759E-7    4.773792637148764E-11    -0.9996274353258355      0.9999999936037118       -7.370934403237248E-7    7.625568492828024E-11    -0.9996274286323995
-0.988                    -0.5                     0.999556958809083        6.299501627015882E-6     0.9999999923220162       -8.423397057464938E-7    5.344620089016962E-11    -0.9995570353684714      0.9999999928506084       -7.692797824824944E-7    8.504231818366415E-11    -0.9995570285908371
-0.987                    -0.5                     0.9994804685905451       6.814694767946851E-6     0.9999999914628007       -8.760909830392274E-7    5.914736998162243E-11    -0.9994805476668794      0.9999999920648152       -8.024787512953807E-7    9.407734970051688E-11    -0.9994805409073579
-0.986                    -0.5                     0.9993978906613464       7.328385550726082E-6     0.9999999905698342       -9.098422585556043E-7    6.486985535510523E-11    -0.9993979722210845      0.9999999912453048       -8.367162056237479E-7    1.0353006393658569E-10   -0.9993979655835431
-0.985                    -0.5                     0.9993092250214868       7.840573975353575E-6     0.9999999896431163       -9.435935447301222E-7    7.05781298737872E-11     -0.9993093090311118      0.9999999903910286       -8.720146258013019E-7    1.1302578877164455E-10   -0.9993093026206157
-0.984                    -0.5                     0.9992144716709661       8.351260041829143E-6     0.9999999886826468       -9.773448166937853E-7    7.628640439272605E-11    -0.9992145580969847      0.9999999895009118       -9.084020619246104E-7    1.2312978584415143E-10   -0.9992145520203315
-0.983                    -0.5                     0.9991137245010308       8.860475949460524E-6     0.9999999876898914       -1.0149003717322788E-6   8.370291613174929E-11    -0.9991138136918695      0.9999999885738525       -9.459044696872264E-7    1.334496053223478E-10    -0.9991138076754569
-0.982                    -0.5                     0.9990071640889785       9.368309911850393E-6     0.9999999866505025       -1.0638768204860469E-6   9.168382223298446E-11    -0.9990072571404168      0.9999999876087236       -9.845472249825661E-7    1.4471926621802508E-10   -0.999007250164727
-0.981                    -0.5                     0.9988947940196325       9.874766833698593E-6     0.9999999855621374       -1.1128532834506696E-6   9.963630662487486E-11    -0.9988948908830552      0.9999999866043694       -1.0243569442261273E-6   1.5621459298683387E-10   -0.9988948830745012
-0.98                     -0.5                     0.9987766142929924       1.0379846715005174E-5    0.9999999844247961       -1.1618297322044377E-6   1.0759589644416569E-10   -0.9987767149198162      0.9999999855596104       -1.0653618041246936E-6   1.684306511542586E-10    -0.9987767064064494
-0.979                    -0.5                     0.9986526249090583       1.0883549555770002E-5    0.9999999832384782       -1.2108061809582057E-6   1.1558390797284408E-10   -0.9986527292507386      0.9999999844732386       -1.1075883418602756E-6   1.810938188452623E-10    -0.9986527201620514
-0.978                    -0.5                     0.9985228258678295       1.138587535599325E-5     0.9999999820031836       -1.2597826439228287E-6   1.235434977920707E-10    -0.9985229338758619      0.9999999833440175       -1.151065723006613E-6    1.9438764950666952E-10   -0.998522924343023
-0.977                    -0.5                     0.9983872171693071       1.1886824115674667E-5    0.9999999807189128       -1.3087591068874514E-6   1.3150486396815807E-10   -0.9983873287952268      0.9999999821706812       -1.195822389429949E-6    2.0811523248256255E-10   -0.998387318950982
-0.976                    -0.5                     0.9982457988134905       1.2386395834814612E-5    0.9999999793856655       -1.3577355420964986E-6   1.3947200330397888E-10   -0.998245914008872       0.9999999809519363       -1.2418871785020136E-6   2.2258969899417935E-10   -0.9982459039875589
-0.975                    -0.5                     0.9980985708003797       1.2884590513412819E-5    0.9999999780034418       -1.4067120088358796E-6   1.4744091899656415E-10   -0.9980986895168472      0.9999999796864597       -1.2892905770940822E-6   2.372793436862768E-10    -0.9980986794545219
-0.974                    -0.5                     0.9979455331299744       1.338140815146927E-5     0.9999999765722413       -1.455688454036934E-6    1.554298187037265E-10    -0.9979456553191925      0.9999999783728991       -1.3380621808287349E-6   2.527716468824609E-10    -0.9979456453535237
-0.973                    -0.5                     0.9977866858022756       1.3876848748984293E-5    0.9999999750920648       -1.5046649143370215E-6   1.6340539573446488E-10   -0.997786811415961       0.9999999770098694       -1.3882327577595677E-6   2.6887205538142945E-10   -0.9977868016863052
-0.972                    -0.5                     0.9976220288172823       1.4370912305957509E-5    0.9999999735629118       -1.5536413826307147E-6   1.7135788012635526E-10   -0.997622157807199       0.9999999755959572       -1.4398334117042729E-6   2.85942838127101E-10     -0.9976221484546128
-0.971                    -0.5                     0.9974515621749955       1.4863598822389107E-5    0.9999999719847823       -1.602617827831769E-6    1.7929970637712362E-10   -0.9974516944929556      0.9999999741297155       -1.4928961663301237E-6   3.033989937804041E-10    -0.9974516856602565
-0.97                     -0.5                     0.9972752858754136       1.5354908298278972E-5    0.9999999703576757       -1.651594255269255E-6    1.8726284891009327E-10   -0.9972754214732817      0.9999999726096672       -1.547451796996583E-6    3.215510366210125E-10    -0.9972754133048913
