% Model:              C2DNSEps002PeEps.mph
% Version:            COMSOL 5.6.0.280
% Date:               May 4 2021, 16:15
% Dimension:          2
% Nodes:              4001
% Expressions:        6
% Description:        Velocity field, x component, Velocity field, y component, , , Gradient of c, y component, 
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  u2 (1)                   u2x (1/m)                u2y (1/m)                -u*u2+0.02*u2x
0.08000000000000007       -0.5                     -0.0010612594430796424   -6.2340794457466265E-6   0.11861944767448014      1.027433192169871        4.7158236163430464E-5    0.02067454985237485
0.08099999999999996       -0.5                     -0.001142326160725149    -6.316322193244943E-6    0.11964657403244683      1.0268195237637316       4.191758010463265E-5     0.020673065886833035
0.08200000000000007       -0.5                     -0.001223943533458808    -6.40848233123675E-6     0.12067308672200758      1.026205855357578        3.667692405052359E-5     0.020671814151307474
0.08299999999999996       -0.5                     -0.0013061115612805839   -6.510559859722015E-6    0.12169898574316201      1.0255921869514253       3.143626798243715E-5     0.020670796191303773
0.08400000000000007       -0.5                     -0.0013888302441905126   -6.622554778700785E-6    0.12272427109591048      1.0249785185452813       2.6195611918397503E-5    0.020670013550299862
0.08499999999999996       -0.5                     -0.0014720869276097703   -6.730693714567859E-6    0.12374893390252177      1.0243306297415793       4.865554444298217E-5     0.02066878178273513
0.08600000000000008       -0.5                     -0.0015558411104360053   -6.792706470876311E-6    0.12477296012067486      1.0237155590002902       5.502079115276478E-5     0.02066843808083234
0.08699999999999997       -0.5                     -0.0016400790843347768   -6.87326400732909E-6     0.12579634167921933      1.0230475580888705       4.89027650750319E-5      0.020667267110651328
0.08800000000000008       -0.5                     -0.0017247899324705045   -6.96600440011662E-6     0.12681905523685258      1.0223795571774312       4.278473900456461E-5     0.02066632737326657
0.08899999999999997       -0.5                     -0.0018099736548431505   -7.070927649238817E-6    0.1278411007935742       1.0217115562660009       3.666671292142459E-5     0.020665620149762535
0.09000000000000008       -0.5                     -0.0018956302514527529   -7.188033754695747E-6    0.12886247834938455      1.0210435553545563       3.054868684840923E-5     0.02066514671932739
0.09099999999999997       -0.5                     -0.001981752650375515    -7.310666411387082E-6    0.12988317838205185      1.02032978004177         5.4057534035777765E-5    0.02066399193383323
0.09200000000000008       -0.5                     -0.002068302860303081    -7.380972014719271E-6    0.13090316985776884      1.0196882695682572       6.18898975930725E-5      0.020664512792004708
0.09299999999999997       -0.5                     -0.0021552697598200493   -7.473907054067676E-6    0.13192249103404902      1.0189540829922994       5.127430313628132E-5     0.020663410215411803
0.09400000000000008       -0.5                     -0.002242618202703164    -7.5653809861068234E-6   0.13294107802375346      1.0182198964163596       4.065870868277792E-5     0.020662534009790245
0.09499999999999997       -0.5                     -0.0023303481889523866   -7.65539381083661E-6     0.13395893082688173      1.0174857098404015       3.0043114229616224E-5    0.02066188514865445
0.09600000000000009       -0.5                     -0.002418455989970399    -7.74723863969584E-6     0.13497605367561388      1.0167608227190092       4.122392320884437E-5     0.02066165009989454
0.09699999999999998       -0.5                     -0.002506949085469995    -7.845840510003967E-6    0.13599245240918856      1.0160366444305233       5.166003740910013E-5     0.020661659042808506
0.09800000000000009       -0.5                     -0.002595828961939936    -7.951193533959482E-6    0.13700812696447498      1.0153124661420327       6.209615160192692E-5     0.020661898986836184
0.09899999999999998       -0.5                     -0.0026850488484576364   -8.055057405914883E-6    0.1380230145394311       1.0144991959481229       5.5137085732552836E-5    0.020660582455212212
0.10000000000000009       -0.5                     -0.0027745833583610047   -8.190078765809333E-6    0.13903715420711468      1.0137462506311254       3.473923494531489E-5     0.020660695186879442
0.10099999999999998       -0.5                     -0.00286441670848047     -8.308577271936176E-6    0.14005050609965228      1.0129575344442718       4.005540664430896E-5     0.02066031369858843
0.10200000000000009       -0.5                     -0.002954548910188645    -8.410153279294523E-6    0.14106306927600326      1.0121688182574244       4.5371578342173844E-5    0.02066015410274577
0.10299999999999998       -0.5                     -0.003044979963485491    -8.494806787884372E-6    0.14207484373616713      1.0113801020705735       5.068775003296401E-5     0.020660217093903428
0.10400000000000009       -0.5                     -0.003135709868371047    -8.562537797705742E-6    0.1430858294801444       1.0105913858837121       5.6003921732090995E-5    0.020660503365199187
0.10499999999999998       -0.5                     -0.0032267171725997375   -8.62030625868042E-6     0.14409600874557424      1.0097563354827805       5.096721242423315E-5     0.02066008377557804
0.1060000000000001        -0.5                     -0.0033179599386408166   -8.71243281278576E-6     0.1451053482133312       1.0089226000308955       5.73443266262127E-5      0.02065990573287227
0.10699999999999998       -0.5                     -0.003409444936586882    -8.846703286510396E-6    0.14611385394563603      1.008088864579013        6.372144084738882E-5     0.020659944431080404
0.1080000000000001        -0.5                     -0.003501164670118874    -9.006024546954504E-6    0.1471215330433517       1.0072527101343975       5.082818869856718E-5     0.02066015091639306
0.10899999999999999       -0.5                     -0.003593091466254596    -9.132366307953449E-6    0.14812835820799003      1.006397619142459        5.151127179815092E-5     0.020660191122636614
0.1100000000000001        -0.5                     -0.0036852246975380486   -9.224463853879694E-6    0.1491343282816366       1.0055425281505286       5.2194354887662336E-5    0.020660444072844807
0.11099999999999999       -0.5                     -0.0037775643639691918   -9.28231718473323E-6     0.15013944326429107      1.0046874371585788       5.2877437978592726E-5    0.020660910153672933
0.1120000000000001        -0.5                     -0.0038700956464005226   -9.323397636654239E-6    0.1511436987346059       1.003810877624895        5.588086198582287E-5     0.02066115812295157
0.11299999999999999       -0.5                     -0.003962777398782279    -9.395429947683964E-6    0.15214705822096505      1.0029080950936595       5.4764172054383754E-5    0.020661086825482445
0.1140000000000001        -0.5                     -0.004055608300932179    -9.499762717268373E-6    0.15314951492479323      1.002005312562424        5.36474821327122E-5      0.020661220695261207
0.11499999999999999       -0.5                     -0.004148588352850181    -9.636395945407335E-6    0.1541510688460899       1.001102530031175        5.253079221638311E-5     0.020661559929417796
0.1160000000000001        -0.5                     -0.004241717554536329    -9.80532963210104E-6     0.1551517199848556       1.0001997474999451       5.141410229451066E-5     0.02066210472427517
0.11699999999999999       -0.5                     -0.004334952250936152    -9.951119135587356E-6    0.15615145028215283      0.9992642458637002       6.025965786314568E-5     0.02066219399816157
0.1180000000000001        -0.5                     -0.004428289279688038    -1.0043263618704408E-5   0.1571502506961078       0.998336582045928        5.701980316715144E-5     0.02066263841137642
0.119                     -0.5                     -0.004521736337078992    -1.0088142205129878E-5   0.15814812364357997      0.997433230687991        6.90552240635092E-5      0.020663768731079855
0.1200000000000001        -0.5                     -0.0046152797204104135   -1.0114022259263584E-5   0.1591450718504244       0.9964631830006722       6.629842011310153E-5     0.020663762682727963
0.121                     -0.5                     -0.004708877900541995    -1.0175592543587196E-5   0.16014105000958134      0.9954931353133645       6.354161616746397E-5     0.020663947357627
0.12200000000000011       -0.5                     -0.004802530877473776    -1.0272853058100452E-5   0.1611360581210511       0.9945230876260549       6.07848122145978E-5      0.020664322647121855
0.123                     -0.5                     -0.0048962386512057185   -1.0405803802803597E-5   0.16213009618483343      0.9935530399387423       5.80280082664964E-5      0.02066488844223873
0.12400000000000011       -0.5                     -0.004990001221737861    -1.0574444777696557E-5   0.16312316420092862      0.9925829922514403       5.527120431985282E-5     0.020665644633685188
0.125                     -0.5                     -0.005083812820312396    -1.0775947095762084E-5   0.16411525398412066      0.9915743438231647       7.365469661727203E-5     0.02066581810867659
0.1260000000000001        -0.5                     -0.0051776298069040215   -1.0944540461017866E-5   0.1651063270156559       0.9905717192469432       6.766918365699145E-5     0.020666293825003568
0.127                     -0.5                     -0.0052714519312200125   -1.1052643350471545E-5   0.1660963974226146       0.9895690946707086       6.168367070853653E-5     0.0206669510683763
0.1280000000000001        -0.5                     -0.0053652791932604135   -1.1100255764123085E-5   0.16708546520499729      0.9885664700944777       5.56981577424232E-5      0.020667789571850163
0.129                     -0.5                     -0.0054591151573902845   -1.111358103313774E-5    0.1680735523149468       0.9875745214385995       7.325939935893313E-5     0.020669023305770945
0.13000000000000012       -0.5                     -0.005552892843543862    -1.1151428653106837E-5   0.16906059643840282      0.9865137254731727       6.848537061079632E-5     0.02066904988555152
0.131                     -0.5                     -0.005646599498432104    -1.121563947986149E-5    0.1700465797658931       0.9854529295077384       6.371134185488827E-5     0.020669243522170956
0.13200000000000012       -0.5                     -0.005740235122055056    -1.1306213513402007E-5   0.17103150229741826      0.9843921335423083       5.8937313104391835E-5    0.020669603707311645
0.133                     -0.5                     -0.005833799714412674    -1.1423150753728313E-5   0.17201536403297776      0.9833313375768786       5.4163284352123515E-5    0.02067012993310775
0.13400000000000012       -0.5                     -0.005927293275505       -1.1566451200840368E-5   0.17299816497257203      0.9822705416114509       4.938925559444791E-5     0.02067082169214565
0.135                     -0.5                     -0.006020715805331994    -1.1736114854738063E-5   0.17397990511620068      0.9812097456460206       4.461522684803146E-5     0.020671678477463686
0.13600000000000012       -0.5                     -0.006114067303893694    -1.1932141715421714E-5   0.1749605844638641       0.9801489496805851       3.984119809160941E-5     0.020672699782552345
0.137                     -0.5                     -0.006207316383464647    -1.2072114531630611E-5   0.17594015436987953      0.9790200364206497       8.250573532335106E-5     0.020672516931142446
0.13800000000000012       -0.5                     -0.006300457392359184    -1.2138412523467513E-5   0.17691863482471096      0.977940873242063        7.126555280547848E-5     0.020673485785468706
0.139                     -0.5                     -0.00639350785708563     -1.220066864452387E-5    0.17789606471057628      0.9768652200397512       7.968707925741375E-5     0.020674684288266708
0.14000000000000012       -0.5                     -0.006486383958967757    -1.2276261924248506E-5   0.1788723584547341       0.9757222682756425       6.94811775357066E-5      0.02067468016209637
0.14100000000000001       -0.5                     -0.006579080077793849    -1.2362133622745528E-5   0.17984750924712756      0.9745793165115486       5.927527581909549E-5     0.020674817495359595
0.14200000000000013       -0.5                     -0.006671596213563946    -1.245828374001468E-5    0.18082151708775715      0.973436364747442        4.906937409707791E-5     0.02067509544368241
0.14300000000000002       -0.5                     -0.006763932366278008    -1.2564712276056308E-5   0.18179438197662245      0.9722934129833327       3.8863472382243155E-5    0.020675513163925838
0.14400000000000013       -0.5                     -0.006856088535936077    -1.268141923087026E-5    0.18276610391372386      0.9711504612192342       2.8657570665554637E-5    0.02067606981418527
0.14500000000000002       -0.5                     -0.006948074867926624    -1.2815584766916886E-5   0.18373668747823438      0.970018108399343        5.633721658802409E-5     0.02067697842857047
0.14600000000000013       -0.5                     -0.007039892657536479    -1.2974399909885954E-5   0.18470613873746264      0.9688844100570186       6.990632493293519E-5     0.02067799959104015
0.14700000000000002       -0.5                     -0.0071315355674700445   -1.3155058762524527E-5   0.18567445629834836      0.9677507117146733       8.347543328631503E-5     0.020679158223355802
0.14800000000000013       -0.5                     -0.007222968243018307    -1.3146365095961082E-5   0.18664157514660842      0.9665097260442436       9.213023386574552E-5     0.02067830069099574
0.14900000000000002       -0.5                     -0.0073141321307324874   -1.3192301888400973E-5   0.18760749555277642      0.9653207490349041       6.994090107358989E-5     0.020678600991886897
0.15000000000000013       -0.5                     -0.007405025294520925    -1.326332956166473E-5    0.1885722143791092       0.9641169036303865       6.973594050090167E-5     0.020678720089928857
0.15100000000000002       -0.5                     -0.007495647947293523    -1.3351944806392258E-5   0.1895357293600372       0.9629130582258733       6.953097991580024E-5     0.020678954265233807
0.15200000000000014       -0.5                     -0.007586000089050322    -1.3458147622583629E-5   0.1904980404955609       0.9617092128213477       6.932601934245164E-5     0.02067930240859019
0.15300000000000002       -0.5                     -0.007676081719791283    -1.3581938010238909E-5   0.19145914778567993      0.9605053674168305       6.912105876690961E-5     0.020679763412741085
0.15399999999999991       -0.5                     -0.007765892839516423    -1.3723315969357982E-5   0.19241905123039438      0.9593015220123146       6.891609819525007E-5     0.020680336172382956
0.15500000000000003       -0.5                     -0.007855433448225766    -1.3882281499940954E-5   0.19337775082970454      0.9580976766078054       6.87111376152348E-5      0.02068101958416644
0.15599999999999992       -0.5                     -0.00794470354591927     -1.4058834601987642E-5   0.19433524658361         0.9568938312032753       6.850617703535428E-5     0.02068181254669541
0.15700000000000003       -0.5                     -0.008033652349279488    -1.4222192027531177E-5   0.19529150003582932      0.9556169080295612       6.978053483848078E-5     0.02068124217864838
0.15799999999999992       -0.5                     -0.008122257855298572    -1.43571745468522E-5     0.19624648154230737      0.9543461049267602       6.901792040062051E-5     0.020680886624816916
0.15900000000000003       -0.5                     -0.008210522616020796    -1.4465217065268688E-5   0.19720019224568283      0.9530753018239474       6.825530597035131E-5     0.020680622674795774
0.15999999999999992       -0.5                     -0.008298446631446122    -1.4546319582780357E-5   0.19815263214595527      0.9518044987211431       6.749269153743103E-5     0.02068044901716665
0.16100000000000003       -0.5                     -0.008386029901574586    -1.4600482099387401E-5   0.19910380124312513      0.9505336956183376       6.673007710183275E-5     0.02068036434310876
0.16199999999999992       -0.5                     -0.008473273501159987    -1.4625701778242209E-5   0.20005369812923218      0.9492518938582343       5.980211352076419E-5     0.020680147576332165
0.16300000000000003       -0.5                     -0.008560157143394434    -1.4656763839940282E-5   0.20100230492477         0.9479616972171871       6.474586840545653E-5     0.02067984526068426
0.16399999999999992       -0.5                     -0.008646655676911273    -1.4738293206973671E-5   0.2019496215236666       0.9466715005761508       6.968962327528969E-5     0.02067961885292071
0.16500000000000004       -0.5                     -0.008732769101710534    -1.4870289879342572E-5   0.2028956479259223       0.9453813039351119       7.463337815234778E-5     0.020679466923781274
0.16599999999999993       -0.5                     -0.00881849741779219     -1.5052753857046876E-5   0.20384038413153685      0.9440911072940685       7.95771330336597E-5      0.020679388046987098
0.16700000000000004       -0.5                     -0.008903836365712235    -1.5283828081578083E-5   0.20478383146758236      0.942784252852857        7.024380514474594E-5     0.020679046782788087
0.16799999999999993       -0.5                     -0.008988740885448558    -1.5483762180713946E-5   0.20572594954355805      0.9414518990986129       7.143547155957025E-5     0.02067825523583217
0.16900000000000004       -0.5                     -0.009073208080632542    -1.5646880624423747E-5   0.20666673526577964      0.9401195453443554       7.26271379762862E-5      0.020677521199298526
0.16999999999999993       -0.5                     -0.009157237951264144    -1.5773183412707347E-5   0.2076061886342467       0.9387871915901036       7.381880438578144E-5     0.0206768431012809
0.17100000000000004       -0.5                     -0.009240830497343408    -1.586267054556489E-5    0.20854430964895979      0.9374548378358436       7.501047079508488E-5     0.020676219373368408
0.17199999999999993       -0.5                     -0.009323985718870302    -1.5915342022996377E-5   0.20948109830991846      0.9361224840815847       7.620213721045716E-5     0.02067564845064664
0.17300000000000004       -0.5                     -0.009406711482091015    -1.5921725822969912E-5   0.210416553344961        0.9347792570143373       7.927329112014904E-5     0.020674912948658804
0.17399999999999993       -0.5                     -0.009488977631587075    -1.5921763679660886E-5   0.2113506451292133       0.9334043114904516       7.976988532636204E-5     0.020673587773861635
0.17500000000000004       -0.5                     -0.009570748773729664    -1.5959907234050598E-5   0.21228336196794192      0.9320293659665654       8.026647954538713E-5     0.0206722980455692
0.17599999999999993       -0.5                     -0.00965202490851875     -1.6036156486138965E-5   0.21321470386114644      0.9306544204426735       8.076307376908776E-5     0.020671042041383706
0.17700000000000005       -0.5                     -0.009732806035954363    -1.6150511435926134E-5   0.2141446708088273       0.9292794749187929       8.125966797445193E-5     0.02066981804299147
0.17799999999999994       -0.5                     -0.00981309215603647     -1.630297208341196E-5    0.21507326281098407      0.9279045293949042       8.175626219368053E-5     0.02066862433616172
0.17900000000000005       -0.5                     -0.009892883268765104    -1.6493538428596453E-5   0.21600047986761708      0.9265295838710201       8.22528564095202E-5      0.020667459210747988
0.17999999999999994       -0.5                     -0.0099721825478021      -1.6715298943931118E-5   0.21692631183882294      0.9251228566255971       9.869272139599056E-5     0.02066568591359013
0.18100000000000005       -0.5                     -0.010050962745225347    -1.690981065740937E-5    0.2178507340443684       0.923721554465069        9.561638719930261E-5     0.020664040701201324
0.18199999999999994       -0.5                     -0.010129205442049635    -1.706407466607218E-5    0.2187737549477531       0.9223202523045467       9.254005300207851E-5     0.02066240935528535
0.18300000000000005       -0.5                     -0.010206910638274988    -1.717809096991941E-5    0.21969537454897747      0.9209189501440214       8.946371880581299E-5     0.020660790058544192
0.18399999999999994       -0.5                     -0.010284078333901386    -1.7251859568951283E-5   0.22061559284804114      0.9195176479834763       8.638738460989951E-5     0.020659180998198877
0.18500000000000005       -0.5                     -0.010360715835099916    -1.7303191770010052E-5   0.2215344241407399       0.9181203236821743       9.797601983184058E-5     0.020657661689858192
0.18599999999999994       -0.5                     -0.010436771270728043    -1.7365418935745392E-5   0.22245181854317883      0.9166684811959461       9.405855240267497E-5     0.02065504837281158
0.18700000000000006       -0.5                     -0.010512231928960955    -1.7438265515297108E-5   0.22336776110313178      0.9152166387097115       9.014108496314624E-5     0.020652426484363093
0.18799999999999994       -0.5                     -0.01058709780979861     -1.7521731508664817E-5   0.22428225182059824      0.9137647962234666       8.62236175428624E-5      0.020649794061495887
0.18900000000000006       -0.5                     -0.010661368913241048    -1.761581691584876E-5    0.22519529069557873      0.9123129537372306       8.230615010056068E-5     0.02064714914637474
0.18999999999999995       -0.5                     -0.010735045239288232    -1.772052173684892E-5    0.2261068777280727       0.9108611112509948       7.838868267120762E-5     0.02064448978634497
0.19100000000000006       -0.5                     -0.010808126787940199    -1.7835845971665154E-5   0.2270170129180807       0.909409268764762        7.447121523429341E-5     0.020641814033933316
0.19199999999999995       -0.5                     -0.010880613559196912    -1.796178962029766E-5    0.22792569626560225      0.9079574262785274       7.055374780790078E-5     0.02063911994684746
0.19300000000000006       -0.5                     -0.010952505553058408    -1.8098352682746297E-5   0.22883292777063777      0.9065055837922886       6.663628037435185E-5     0.020636405587976296
0.19399999999999995       -0.5                     -0.011023802769524648    -1.824553515901101E-5    0.22973870743318686      0.9050537413060534       6.271881293985716E-5     0.020633669025390048
0.19500000000000006       -0.5                     -0.011094516927358637    -1.8352368382439235E-5   0.23064299171437586      0.9035467360822991       1.2066123181093274E-4    0.020629807297397763
0.19599999999999995       -0.5                     -0.011164615913159068    -1.848913547973032E-5    0.23154584772285733      0.9021480164930267       1.1533563682988237E-4    0.020628080785973054
0.19700000000000006       -0.5                     -0.011234049772426225    -1.868283739582858E-5    0.23244723698859576      0.9006305149836205       1.0336465731473962E-4    0.020623934129465248
0.19799999999999995       -0.5                     -0.011302804376426974    -1.8859270412502256E-5   0.2333471087528246       0.8991130134742179       9.139367778634883E-5     0.020619736991522364
0.19900000000000007       -0.5                     -0.01137087972516135     -1.901843452975142E-5    0.23424546301554414      0.8975955119648101       7.942269825666215E-5     0.020615487225410685
0.19999999999999996       -0.5                     -0.01143827581862932     -1.9160329747576052E-5   0.23514229977675416      0.8960780104554024       6.745171872865511E-5     0.02061118269058138
0.20100000000000007       -0.5                     -0.011504992656830922    -1.9284956065976164E-5   0.23603761903645498      0.8945605089460046       5.548073920457025E-5     0.02060682125267036
0.20199999999999996       -0.5                     -0.011571031020586035    -1.9390920515682155E-5   0.23693142211139961      0.8930472908604451       5.996525660824756E-5     0.02060248665221147
0.20300000000000007       -0.5                     -0.011636389449374333    -1.9483609814801194E-5   0.23782371408670586      0.8915366597518659       7.193004815205401E-5     0.02059814255244688
0.20399999999999996       -0.5                     -0.011701066921699255    -1.956565364880493E-5    0.23871449543090337      0.8900260286433006       8.389483971881887E-5     0.020593734859082682
0.20500000000000007       -0.5                     -0.011765063437560817    -1.9637052017693584E-5   0.23960376614399245      0.8885153975347215       9.585963127857396E-5     0.02058926145925699
0.20599999999999996       -0.5                     -0.011828378996959004    -1.969780492146698E-5    0.24049152622597286      0.8870047664261561       1.078244228399712E-4     0.020584720246281035
0.20700000000000007       -0.5                     -0.011891013599893833    -1.974791236012524E-5    0.2413777756768448       0.8854941353175788       1.1978921439262086E-4    0.020580109119637063
0.20799999999999996       -0.5                     -0.011952967246365282    -1.978737433366851E-5    0.24226251449660796      0.8839835042090098       1.3175400595417236E-4    0.020575425984980245
0.20900000000000007       -0.5                     -0.012014239936373378    -1.9816190842096376E-5   0.2431457426852628       0.8824728731004398       1.4371879751724876E-4    0.020570668754137246
0.20999999999999996       -0.5                     -0.01207482876283837     -1.9836689192332603E-5   0.24402744800110793      0.8808399964126157       9.555173133971262E-5     0.020563389576298136
0.21100000000000008       -0.5                     -0.012134678776919768    -1.990844201055698E-5    0.24490750984290569      0.8792836871827373       1.0820269386294313E-4    0.020557547705653722
0.21199999999999997       -0.5                     -0.012193789344468678    -2.0065614560010142E-5   0.24578603216510536      0.8778116023598933       4.5133987906689874E-5    0.020553295147231962
0.21300000000000008       -0.5                     -0.012252135439993414    -2.0323056554743075E-5   0.24666305610060543      0.8762362686399323       5.037957059873335E-5     0.02054687454418596
0.21399999999999997       -0.5                     -0.012309699573315732    -2.0560617843479018E-5   0.24753850470238528      0.8746609349199769       5.5625153293257025E-5    0.020540343324113704
0.21500000000000008       -0.5                     -0.012366481744435658    -2.0778298426218097E-5   0.24841237797044535      0.8730856012000155       6.087073598084545E-5     0.020533699161263675
0.21599999999999997       -0.5                     -0.012422481953353166    -2.0976098302960143E-5   0.24928467590478534      0.8715102674800641       6.611631866827786E-5     0.02052693973727597
0.21700000000000008       -0.5                     -0.012477700200068283    -2.1154017473705345E-5   0.25015539850540547      0.8699349337601061       7.136190136519216E-5     0.020520062741181185
0.21799999999999997       -0.5                     -0.012532136484580979    -2.1312055938453534E-5   0.2510245457723055       0.8683596000401504       7.660748405709376E-5     0.02051306586940149
0.21900000000000008       -0.5                     -0.012585790806891282    -2.145021369720476E-5    0.25189211770548575      0.8667842663201909       8.185306674912309E-5     0.020505946825749896
0.21999999999999997       -0.5                     -0.012638663166999171    -2.156849074995908E-5    0.2527581143049459       0.8652089326002363       8.70986494510941E-5      0.020498703321430813
0.22100000000000009       -0.5                     -0.012690753564904666    -2.1666887096716447E-5   0.25362253557068626      0.8636335988802821       9.234423214012759E-5     0.02049133307503949
0.22199999999999998       -0.5                     -0.012742062000607747    -2.1745402737476878E-5   0.2544853815027065       0.862058265160324        9.758981482622418E-5     0.02048383381256228
0.2230000000000001        -0.5                     -0.012792588474108428    -2.1804037672240368E-5   0.25534665210100693      0.8604829314403705       1.0283539752405497E-4    0.020476203267376925
0.22399999999999998       -0.5                     -0.012842332985406697    -2.184279190100688E-5    0.2562063473655872       0.8589075977204125       1.0808098021680938E-4    0.020468439180251895
0.2250000000000001        -0.5                     -0.01289129553450257     -2.18616654237765E-5     0.2570644672964477       0.8573322640004613       1.1332656290392541E-4    0.020460539299347203
0.22599999999999998       -0.5                     -0.012939476121396029    -2.1860658240549148E-5   0.2579210118935881       0.8557569302804997       1.1857214560468048E-4    0.02045250138021338
0.2270000000000001        -0.5                     -0.01298688229899879     -2.1812712580751787E-5   0.25877591568092534      0.8540851121986042       1.0164687327181334E-4    0.020442394602735895
0.22799999999999998       -0.5                     -0.013033455182327718    -2.179882403953572E-5    0.2596291899676188       0.8524634611886642       1.0932043912226045E-4    0.020433134635240293
0.2290000000000001        -0.5                     -0.013079189312924061    -2.182827136048147E-5    0.2604808426033027       0.8508418101787271       1.169940049606644E-4     0.020423714456373115
0.22999999999999998       -0.5                     -0.013124084690787796    -2.1901054543588934E-5   0.2613308735879763       0.8492201591687861       1.2466757079975007E-4    0.020414131700661885
0.2310000000000001        -0.5                     -0.01316814131591894     -2.201717358885809E-5    0.2621792829216402       0.8475985081588387       1.32341136644151E-4      0.020404384010795227
0.23199999999999998       -0.5                     -0.013211359188317477    -2.2176628496289072E-5   0.26302607060429395      0.8459768571488984       1.400147024794973E-4     0.02039446903762305
0.2330000000000001        -0.5                     -0.013253738307983425    -2.2379419265881843E-5   0.26387123663593803      0.8443552061389606       1.4768826831856917E-4    0.020384384440155903
0.23399999999999999       -0.5                     -0.01329527867491677     -2.26255458976363E-5     0.264714781016572        0.8427335551290176       1.553618341663075E-4     0.020374127885565245
0.2350000000000001        -0.5                     -0.013335957776754864    -2.2883355912229977E-5   0.26555672381626616      0.8411347530139699       1.2650767446850225E-4    0.020364148316426477
0.236                     -0.5                     -0.013375761386279057    -2.3117517220632296E-5   0.2663970420319917       0.839501678437337        1.2531414741806906E-4    0.020353296836977213
0.2370000000000001        -0.5                     -0.013414693074689099    -2.3330771497685292E-5   0.26723572717314076      0.8378686038607038       1.2412062037302007E-4    0.020342257335833114
0.238                     -0.5                     -0.013452752841984987    -2.3523118743389008E-5   0.2680727792397132       0.8362355292840656       1.229270933243089E-4     0.020331027428457178
0.2390000000000001        -0.5                     -0.013489940688166717    -2.3694558957743396E-5   0.268908198231709        0.8346024547074237       1.2173356627598828E-4    0.020319604738856006
0.24                      -0.5                     -0.013526256613234287    -2.384509214074845E-5    0.269741984149128        0.8329693801307945       1.2054003922871695E-4    0.02030798689957997
0.2410000000000001        -0.5                     -0.013561700617187714    -2.397471829240426E-5    0.2705741369919706       0.8313363055541557       1.1934651218605956E-4    0.020296171551722156
0.242                     -0.5                     -0.013596272700026975    -2.40834374127107E-5     0.2714046567602363       0.829703230977527        1.1815298513817083E-4    0.02028415634491993
0.2430000000000001        -0.5                     -0.01362997286175209     -2.417124950166792E-5    0.2722335434539257       0.8280701564008793       1.1695945809187578E-4    0.020271938937353205
0.244                     -0.5                     -0.013662801102363037    -2.42381545592757E-5     0.2730607970730381       0.8264370818242509       1.1576593104629135E-4    0.02025951699574665
0.2450000000000001        -0.5                     -0.013694757470357364    -2.4284049393117746E-5   0.2738864175958105       0.8247960571721952       1.115215045921066E-4     0.020246729206843547
0.246                     -0.5                     -0.013725839293385238    -2.4293372908206057E-5   0.2747103819362447       0.8231326236963629       1.1422614329088885E-4    0.02023328302860863
0.2470000000000001        -0.5                     -0.013756008910090704    -2.4325129797015555E-5   0.2755326828432032       0.8214691902205312       1.1693078199000076E-4    0.020219613844622925
0.248                     -0.5                     -0.013785266320473754    -2.437932005954628E-5    0.2763533203166857       0.8198057567446977       1.1963542067952197E-4    0.020205719254006656
0.2490000000000001        -0.5                     -0.013813611524534402    -2.445594369579825E-5    0.27717229435669266      0.8181423232688549       1.2234005937645134E-4    0.02019159686498435
0.25                      -0.5                     -0.013841044522272633    -2.4555000705771336E-5   0.27798960496322345      0.8164788897930215       1.2504469807030313E-4    0.020177244294885387
0.2510000000000001        -0.5                     -0.01386756531368846     -2.4676491089465743E-5   0.2788052521362787       0.8148154563171833       1.2774933676711528E-4    0.020162659170142892
0.252                     -0.5                     -0.01389317389878187     -2.4820414846881252E-5   0.27961923587585785      0.8131520228413488       1.3045397546655816E-4    0.020147839126294774
0.2530000000000001        -0.5                     -0.013917870277552875    -2.4986771978018017E-5   0.2804315561819613       0.8114885893655106       1.3315861415138334E-4    0.020132781807983034
0.254                     -0.5                     -0.013941654450001468    -2.5175562482875966E-5   0.28124221305458885      0.8098251558896712       1.3586325284734938E-4    0.020117484868954195
0.2550000000000001        -0.5                     -0.013964526416127653    -2.5386786361455122E-5   0.28205120649374066      0.8081617224138451       1.3856789154349333E-4    0.020101945972059422
0.256                     -0.5                     -0.013986489432401985    -2.561758374042374E-5    0.282858531810836        0.80646554710067         1.8017085894838795E-4    0.020085508808050396
0.2570000000000001        -0.5                     -0.0140075437331816      -2.5828646190487923E-5   0.2836641661324184       0.8048030960640321       1.7112808020881232E-4    0.020069500133916986
0.258                     -0.5                     -0.014027657754272916    -2.6018368917046906E-5   0.284468138002964        0.8031406450273906       1.6208530146340246E-4    0.02005323458244867
0.2590000000000001        -0.5                     -0.01404683149567593     -2.6186751920100724E-5   0.2852704474224732       0.8014781939907502       1.5304252273093226E-4    0.020036709785454562
0.26                      -0.5                     -0.014065064957390645    -2.6333795199649357E-5   0.28607109439094547      0.7998157429541043       1.4399974398907514E-4    0.020019923384122566
0.2610000000000001        -0.5                     -0.014082358139417057    -2.6459498755692835E-5   0.28687007890838134      0.7981532919174706       1.3495696525194105E-4    0.02000287302902007
0.262                     -0.5                     -0.014098711041755174    -2.6563862588231118E-5   0.28766740097478044      0.7964908408808182       1.2591418651426592E-4    0.019985556380092515
