% Model:              C2EQPeEpsMin1Eps002.mph
% Version:            COMSOL 5.6.0.280
% Date:               Sep 23 2021, 14:25
% Dimension:          2
% Nodes:              3001
% Expressions:        8
% Description:        Velocity field, x component, Velocity field, y component, Dependent variable u3, Gradient of u3, x component, Gradient of u3, y component, , , 
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  u3 (1)                   u3x (1/m)                u3y (1/m)                u5 (1)                   u5x (1/m)                u5y (1/m)
0                         -2                       1.1021510274199184       -0.6350317430225467      0.043304943451609186     0.1816538895465753       1.9997171864642673       0.04473484772564834      0.18546641095818808      2.2367315951446733
0                         -1.999                   1.1012768009067886       -0.6350330027852182      0.04529060521836865      0.19027425414222643      1.9716063470540206       0.04694156701861061      0.1946454755697686       2.177104213739322
0                         -1.998                   1.100406724646174        -0.6350333526802924      0.04724815614571744      0.1987751286923685       1.9434955076437797       0.04908983644476272      0.20363847965623533      2.119817796524257
0                         -1.997                   1.0995407986380743       -0.6350327927077694      0.049177596233655974     0.20715649927304067      1.9153846682335414       0.05118195521692021      0.2124492651494288       2.064789282516586
0                         -1.996                   1.098679022882489        -0.635031322867649       0.051078925482184664     0.21541835195766332      1.887273828823295        0.053220140802916996     0.22108165762381918      2.011938233434827
0                         -1.995                   1.0978213973794189       -0.6350289431599312      0.0529521438913027       0.22356067281780082      1.8591629894130552       0.05520653152040108      0.22953946290693594      1.9611867778890328
0                         -1.994                   1.0969679221288637       -0.6350256535846163      0.0547972514610109       0.23158344792261493      1.8310521500028105       0.05714318907582361      0.23782646383174627      1.9124595555707533
0                         -1.993                   1.0961185971308234       -0.635021454141704       0.05661424819130845      0.23948666333926533      1.8029413105925716       0.05903210104761227      0.24594641713006835      1.8656836614431929
0                         -1.992                   1.0952734223852978       -0.6350163448311944      0.058403134082195746     0.24727030513278472      1.774830471182332        0.060875183313540956     0.2539030504761908       1.8207885899312057
0                         -1.991                   1.0944323978922874       -0.6350103256530875      0.0601639091336728       0.2549343593657418       1.7467196317720937       0.0626742824222846       0.26170005966926685      1.7777061791113347
0                         -1.99                    1.0935955236517916       -0.6350033966073833      0.061896573345740176     0.26247881209899226      1.7186087923618452       0.06443117790916701      0.26934110596337685      1.7363705549019297
0                         -1.989                   1.0927627996638107       -0.6349955576940818      0.06360112671839674      0.2699036493909498       1.6904979529516067       0.06614758455609539      0.2768298135406256       1.6967180752531936
0                         -1.988                   1.0919342259283449       -0.634986808913183       0.06527756925164306      0.27720885729776845      1.6623871135413684       0.06782515459569052      0.28416976712680236      1.6586872743371959
0                         -1.987                   1.0911098024453938       -0.634977150264687       0.06692590094547912      0.28439442187358793      1.6342762741311294       0.06946547985960165      0.29136450975516426      1.622218806737968
0                         -1.986                   1.0902895292149575       -0.6349665817485937      0.06854612179990531      0.29146032917054104      1.6061654347208847       0.07107009387101414      0.2984175406723663       1.5872553916415366
0                         -1.985                   1.0894734062370361       -0.6349551033649029      0.07013823181492124      0.29840656523822945      1.5780545953106404       0.07264047388134558      0.30533231338766514      1.5537417570260228
0                         -1.984                   1.0886614335116294       -0.6349427151136149      0.07170223099052693      0.3052331161243567       1.549943755900396        0.07417804285113387      0.3121122338694693       1.521624583851646
0                         -1.983                   1.087853611038738        -0.6349294169947297      0.07323811932672201      0.3119399678742722       1.5218329164901574       0.07568417137511378      0.3187606588846792       1.490852450250842
0                         -1.982                   1.0870499388183612       -0.6349152090082472      0.07474589682350719      0.3185271065313671       1.4937220770799136       0.07716017955148544      0.325280894481408        1.461375775718247
0                         -1.981                   1.0862504168504996       -0.6349000911541673      0.0762255634808818       0.32499451813663044      1.4656112376696762       0.07860733879536926      0.3316761946201568       1.4331467653008243
0                         -1.98                    1.0854550451351528       -0.6348840634324903      0.07767711929884633      0.33134218872904253      1.4375003982594343       0.08002687359645577      0.33794975994487475      1.406119353787866
0                         -1.979                   1.0846638236723203       -0.6348671258432156      0.07910056427740074      0.3375701043454109       1.4093895588491918       0.08141996322084134      0.34410473670228336      1.3802491499011178
0                         -1.978                   1.0838767524620032       -0.634849278386344       0.08049589841654478      0.34367825102022487      1.3812787194389506       0.08278774335705585      0.3501442158047379       1.3554933804847573
0                         -1.977                   1.083093831504201        -0.634830521061875       0.0818631217162787       0.3496666147860649       1.3531678800287068       0.08413130770628104      0.3560712320363885       1.3318108346955022
0                         -1.976                   1.0823150607989134       -0.6348108538698084      0.08320223417660239      0.3555351816729978       1.325057040618464        0.08545170951675704      0.3618887634069165       1.3091618081926695
0                         -1.975                   1.0815404403461413       -0.634790276810145       0.08451323579751539      0.3612839377092484       1.2969462012082298       0.08674996306238021      0.36759973064826384      1.2875080473282035
0                         -1.974                   1.0807699701458833       -0.634768789882884       0.08579612657901886      0.3669128689206828       1.2688353617979802       0.08802704506549257      0.37320699685570907      1.2668126933367532
0                         -1.973                   1.0800036501981405       -0.6347463930880257      0.08705090652111153      0.3724219613309685       1.2407245223877428       0.08928389606385553      0.378713367276436        1.2470402265257443
0                         -1.972                   1.079241480502913        -0.6347230864255703      0.0882775756237941       0.3778112009616837       1.212613682977503        0.09052142172182229      0.3841215892391278       1.2281564104653975
0                         -1.971                   1.0784834610601997       -0.6346988698955174      0.08947613388706652      0.3830805738322266       1.1845028435672607       0.09174049408569267      0.3894343522332961       1.2101282361788084
0                         -1.97                    1.0777295918700012       -0.6346737434978672      0.0906465813109289       0.38823006595987253      1.1563920041570124       0.09294195278326199      0.3946542881295383       1.192923866332022
