% Model:              C1noStruct.mph
% Version:            COMSOL 5.6.0.280
% Date:               Apr 15 2021, 09:31
% Dimension:          2
% Nodes:              10201
% Expressions:        6
% Description:        Velocity field, x component, Velocity field, y component, Concentration, Gradient of c, x component, Gradient of c, y component, 
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  c (mol/m^3)              cx (mol/m^4)             cy (mol/m^4)             -u*c+cx
-0.5                      -0.5                     3.4912801961961273E-16   1.2457172429342845E-30   0.913831775348823        -0.01782514371886963     0.00913835656062681      -0.017825143718869948
-0.49                     -0.5                     3.1985378367355613E-17   -4.511092066027594E-31   0.9136535445460007       -0.017821015908902584    0.009136574229295353     -0.017821015908902612
-0.48                     -0.5                     3.0170222798152483E-16   -2.245751094503494E-30   0.9134753550499161       -0.017816882264281794    0.009134792305237623     -0.017816882264282068
-0.47                     -0.5                     2.8627043397956226E-16   3.2392212522010925E-31   0.9132972069187087       -0.01781274299661082     0.009133010779064872     -0.01781274299661108
-0.46                     -0.5                     1.2073118277746336E-16   4.470369191847343E-32    0.9131191002096639       -0.017808597701430708    0.009131229593764086     -0.01780859770143082
-0.45                     -0.5                     3.336990035399152E-16    3.3902433823645645E-30   0.9129410349837186       -0.017804446530238046    0.009129448762915075     -0.01780444653023835
-0.44                     -0.5                     -2.264169604725328E-16   -3.5874381323485564E-30  0.9127630112983867       -0.01780028945307517     0.009127668291988938     -0.017800289453074963
-0.43                     -0.5                     -5.5033285615553894E-17  -1.647820824938521E-31   0.9125850292140084       -0.017796126364665467    0.009125888200658412     -0.01779612636466542
-0.42                     -0.5                     1.3032834898713205E-16   -9.063731411335429E-32   0.9124070887911884       -0.017791957055230234    0.009124108569199745     -0.017791957055230352
-0.41000000000000003      -0.5                     2.740729154689202E-18    5.421210141667558E-33    0.9122291900928564       -0.017787781592515605    0.009122329490015417     -0.01778778159251561
-0.4                      -0.5                     9.597327356708608E-17    3.959212145370329E-31    0.9120513331794865       -0.017783599930461098    0.00912055094984983      -0.017783599930461184
-0.39                     -0.5                     -5.766393514311166E-17   -1.6066880782103832E-32  0.9118735181148107       -0.0177794119104324      0.00911877289474823      -0.01777941191043235
-0.38                     -0.5                     1.1959770819733707E-16   -1.1169498577574564E-30  0.9116957449618747       -0.017775217499758314    0.009116995250561082     -0.01777521749975842
-0.37                     -0.5                     -2.7519970070564103E-16  -9.529467420714409E-31   0.9115180137858221       -0.017771016650302934    0.009115218000921318     -0.017771016650302684
-0.36                     -0.5                     -4.901715726953897E-16   -3.214061945190219E-30   0.9113403246501217       -0.01776680925675368     0.009113441150356977     -0.01776680925675323
-0.35                     -0.5                     9.776620625610248E-17    1.959484847782966E-30    0.9111626776226419       -0.017762595109659288    0.009111664675848365     -0.017762595109659378
