% Model:              C1fullScale.mph
% Version:            COMSOL 5.6.0.280
% Date:               Apr 12 2021, 16:40
% Dimension:          2
% Nodes:              1001
% Expressions:        6
% Description:        Velocity field, x component, Velocity field, y component, Concentration, Gradient of c, x component, Gradient of c, y component, 
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  c (mol/m^3)              cx (mol/m^4)             cy (mol/m^4)             -u*c+cx
0                         -0.5                     2.5490780495821825E-15   3.7555284039943734E-20   0.9051338271610139       -0.02333590264264878     0.009051335185108934     -0.023335902642651087
0                         -0.499                   0.07078735316862607      3.746629326453098E-7     0.9051428304210679       -0.023340525732472407    0.008954832580770443     -0.08741319093753835
0                         -0.498                   0.13696100847337925      1.417808644565637E-6     0.90515173620195         -0.023353955817668286    0.008856311257977692     -0.1473244504293175
0                         -0.497                   0.19865130104168377      -1.8220897121985183E-6   0.9051605422282925       -0.023376216564036       0.008755274405272614     -0.20318753592928224
0                         -0.496                   0.2559354507395735       -9.370873227406769E-7    0.9051692458179086       -0.023407365134122927    0.008651305403128601     -0.2550722640581292
0                         -0.495                   0.3089144128014997       3.8580755328026505E-7    0.9051778438958221       -0.023447550841581757    0.00854419613571602      -0.30307003296958723
0                         -0.494                   0.35768165933550644      1.6721533733682813E-6    0.9051863329118311       -0.023496846671332297    0.0084332945297383       -0.3472653962350582
0                         -0.493                   0.40230034030185907      3.535210348322512E-7     0.9051947089155931       -0.02355560557152098     0.008317968387943676     -0.38771574500770634
0                         -0.492                   0.4428357094540167       3.597971108640436E-7     0.9052029673205633       -0.02362386090931401     0.008198077299267395     -0.42448005914259673
0                         -0.491                   0.47930956854697027      1.069166083432745E-6     0.9052111031596239       -0.02370181364499165     0.008072836460246768     -0.457578156944358
0                         -0.49                    0.5118170405536538       2.085124357498108E-6     0.9052191109292335       -0.02378977419907113     0.007941578703914995     -0.4870963406074811
0                         -0.489                   0.5403671137307066       2.807897522338208E-6     0.9052269840765629       -0.023887925340263114    0.00780367424352709      -0.5130428179968677
0                         -0.488                   0.5649354303965043       -2.128322065129024E-6    0.9052347159890384       -0.02399674759575958     0.007658657088134121     -0.5353959114828842
0                         -0.487                   0.5855827445077104       -1.3922558264312305E-6   0.9052422986217834       -0.024116500393206255    0.007505242273411388     -0.5542107700646185
0                         -0.486                   0.6023200901176555       -2.4986637467669006E-6   0.9052497236720165       -0.024247066778626473    0.0073429577753000115    -0.5694971619197382
0                         -0.485                   0.6150808297557979       -7.107963812882938E-6    0.9052569815760899       -0.024388881503588998    0.007170946836687976     -0.5811950968736395
0                         -0.484                   0.6238514373004167       -6.279522276682453E-6    0.9052640618987983       -0.02454235488193079     0.00698768057872252      -0.5892926410339094
0                         -0.483                   0.6286268614546364       -6.899825250741235E-7    0.9052709531342915       -0.024707157335540457    0.006792529625949387     -0.5937847953703973
0                         -0.482                   0.6293604077263901       -1.2249430273775993E-6   0.9052776425272495       -0.02488336476444569     0.006583960109548257     -0.5946292709709806
0                         -0.481                   0.6259767649038626       1.7003622954270233E-7    0.905284116149387        -0.025070871896349024    0.006360689883448723     -0.5917576942423949
0                         -0.48                    0.6184724126270628       7.042164790702406E-7     0.9052903586189551       -0.02526918559627506     0.0061214476060390995    -0.5851662978193591
0                         -0.479                   0.606737472287441        6.3682266545531995E-6    0.9052963532644147       -0.02547768944647365     0.0058646863065405       -0.5747549104971629
0                         -0.478                   0.5907602031927074       -3.4374420359998047E-6   0.9053020818087226       -0.025695220189564747    0.005589093361425638     -0.5605116619896667
0                         -0.477                   0.5704555101572438       -4.378652207448842E-6    0.9053075245687855       -0.025920390758990625    0.00529291655984113      -0.5423580565360687
