% Model:              C1EqPe1Eps01.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jun 2 2021, 22:50
% Dimension:          2
% Nodes:              10201
% Expressions:        9
% Description:        Velocity field, x component, Velocity field, y component, Dependent variable u3, Gradient of u3, x component, Dependent variable u5, Gradient of u5, x component, , , Gradient of u3, y component
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  u3 (1)                   u3x (1/m)                u5 (1)                   u5x (1/m)                -u*u3+u3x                -u*u5+u5x                u3y (1/m)
-0.5                      -0.5                     3.6251913540006246E-16   -2.0085781951814682E-23  0.9139249532704183       -0.017662101880905775    0.9142393045420769       -0.01734258537788238     -0.017662101880906105    -0.017342585377882712    0.009139289475602733
-0.49                     -0.5                     3.334193467202256E-17    -4.7090987563473795E-24  0.9137483730884033       -0.017653925224071516    0.9140659350769391       -0.017331294158175192    -0.017653925224071547    -0.017331294158175223    0.00913752379741783
-0.48                     -0.5                     3.1583498403921395E-16   -4.958359506393256E-23   0.9135718749403612       -0.017645695629486268    0.9138926789175975       -0.01731992432478475     -0.017645695629486556    -0.01731992432478504     0.009135758947907276
-0.47                     -0.5                     3.010659739237135E-16    -7.060738447973513E-23   0.9133954593133556       -0.017637423177857298    0.913719536807724        -0.01730848684240398     -0.01763742317785757     -0.017308486842404255    0.009133994921858509
-0.46                     -0.5                     1.276089077183855E-16    -3.300346963529534E-23   0.9132191265920595       -0.01762911566314848     0.9135465093797438       -0.01729698867950377     -0.0176291156631486      -0.017296988679503886    0.009132231665551325
-0.45                     -0.5                     3.5463262283018787E-16   -1.2218300263663688E-22  0.9130428770766043       -0.017620784346279096    0.913373597191189        -0.017285441717954087    -0.01762078434627942     -0.01728544171795441     0.009130469193384136
-0.44                     -0.5                     -2.4204408901924783E-16  9.603339548169525E-23    0.912866710946821        -0.017612440497765246    0.9132008006703093       -0.017273856667784058    -0.017612440497765024    -0.017273856667783836    0.009128707515440494
-0.43                     -0.5                     -5.920887866643157E-17   2.9215467463156096E-23   0.9126906282650754       -0.017604096993034557    0.9130281201376343       -0.017262246765016184    -0.0176040969930345      -0.01726224676501613     0.009126946650552187
-0.42                     -0.5                     1.411904149935888E-16    -8.317790421136951E-23   0.9125146289608119       -0.017595767943445667    0.9128555557715631       -0.017250625841447886    -0.017595767943445795    -0.017250625841448014    0.009125186685908046
-0.41000000000000003      -0.5                     2.9914591785552587E-18   -2.0401348407227613E-24  0.91233871280777         -0.017587469135313533    0.9126831076045765       -0.01723900977184284     -0.017587469135313536    -0.017239009771842843    0.009123427719888623
-0.4                      -0.5                     1.0560399641380395E-16   -8.538521199629814E-23   0.912162879425987        -0.0175792176642534      0.9125107755061729       -0.017227415652434883    -0.017579217664253497    -0.01722741565243498     0.009121669738744675
-0.39                     -0.5                     -6.400716158105378E-17   6.02773293161546E-23     0.9119871282371786       -0.017571032853260705    0.912338559157256        -0.01721586262893548     -0.017571032853260646    -0.01721586262893542     0.009119912683114972
-0.38                     -0.5                     1.3401106063899132E-16   -1.4469552889882289E-22  0.9118114584916229       -0.01756293427395743     0.9121664580578864       -0.01720437056265857     -0.01756293427395755     -0.01720437056265869     0.00911815646608071
-0.37                     -0.5                     -3.11515377227542E-16    3.7627988629018296E-22   0.9116358691899282       -0.0175549464350953      0.9119944714680365       -0.017192963520657252    -0.017554946435095014    -0.017192963520656968    0.009116401062484519
-0.36                     -0.5                     -5.60963125593506E-16    7.989630120770452E-22    0.9114603591386843       -0.01754709073755271     0.9118225984442015       -0.01718166348412289     -0.0175470907375522      -0.01718166348412238     0.00911464646698288
-0.35                     -0.5                     1.1321206727697856E-16   -1.778333051516583E-22   0.911284926840405        -0.017539398136472466    0.9116508377480536       -0.01717050072020419     -0.01753939813647257     -0.017170500720204294    0.009112892640286465
-0.33999999999999997      -0.5                     -1.743199237502275E-16   3.313101179235702E-22    0.9111095705790008       -0.017531891565657428    0.9114791879130745       -0.017159499035197676    -0.01753189156565727     -0.017159499035197517    0.009111139571265655
-0.32999999999999996      -0.5                     1.3240999576644495E-16   -2.681374117008847E-22   0.9109342882674615       -0.017524610387119582    0.9113076471106978       -0.017148696866737454    -0.017524610387119704    -0.017148696866737576    0.009109387247339935
-0.32                     -0.5                     -3.3811579039027954E-16  8.26675968951927E-22     0.9107590775758863       -0.017517577418213477    0.9111362132596249       -0.017138118223044632    -0.01751757741821317     -0.017138118223044323    0.009107635706278363
-0.31                     -0.5                     -2.187980450399453E-16   5.707392575405181E-22    0.9105839357327344       -0.01751084287686505     0.910964883845055        -0.017127812184031227    -0.017510842876864854    -0.01712781218403103     0.009105884948685387
-0.3                      -0.5                     3.6283206866808694E-16   -1.1200842671663164E-21  0.9104088596927394       -0.01750442854054405     0.910793656068303        -0.017117802043175995    -0.01750442854054438     -0.017117802043176325    0.009104134941401916
-0.29000000000000004      -0.5                     2.8754847844078954E-16   -9.458837352691233E-22   0.9102338458877635       -0.017498398050986498    0.9106225266149046       -0.017108150136533665    -0.01749839805098676     -0.017108150136533926    0.009102385633193256
-0.28                     -0.5                     -3.2005521320505405E-17  1.2663512301063487E-22   0.9100588904428303       -0.01749277015828758     0.9104514918528094       -0.017098877079709248    -0.01749277015828755     -0.01709887707970922     0.009100637063048091
-0.27                     -0.5                     7.49133486481408E-16     -3.039605611062188E-21   0.9098839888737087       -0.017487625108773903    0.9102805475461867       -0.017090061713850368    -0.017487625108774583    -0.01709006171385105     0.009098889202719646
-0.26                     -0.5                     3.721655564600372E-18    -1.87927158054342E-23    0.9097091363495886       -0.017482976966149998    0.9101096891009414       -0.017081720333167665    -0.01748297696615        -0.01708172033316767     0.009097141874834494
-0.25                     -0.5                     3.217237053815693E-16    -1.66369383699884E-21    0.9095343273305138       -0.017478926368707938    0.9099389112170595       -0.017073952177809708    -0.01747892636870823     -0.01707395217781        0.009095394887611618
-0.24                     -0.5                     2.3786894107696883E-16   -1.5153826661147848E-21  0.90935955588888         -0.017475479413659584    0.909768208193551        -0.017066765987772837    -0.0174754794136598      -0.017066765987773052    0.009093648346237045
-0.22999999999999998      -0.5                     3.443768330612039E-16    -2.2699582358403637E-21  0.909184815282036        -0.017472761947961917    0.9095975735142077       -0.017060286377155183    -0.01747276194796223     -0.017060286377155495    0.00909190232480561
-0.21999999999999997      -0.5                     1.2568904301867878E-16   -1.0040268516378625E-21  0.9090100983266259       -0.017470769248132356    0.9094270002063156       -0.017054511710705225    -0.01747076924813247     -0.01705451171070534     0.009090156729102373
